codanum,focal,whale,codatype,Duration,handv
8374,True,JOCASTA,6-NOISE,1.6346084,a
8375,True,JOCASTA,1+1+3,1.3602667,a
8383,True,JOCASTA,5R1,0.3345,a
8384,True,JOCASTA,5R1,0.3138334,a
8385,True,JOCASTA,5R1,0.3207666,a
8386,True,JOCASTA,5R1,0.324,a
8387,True,JOCASTA,5R1,0.3419166,a
8388,True,JOCASTA,5R1,0.3077167,a
8389,True,JOCASTA,5R1,0.3280417,a
8390,True,JOCASTA,1+1+3,1.5145833,a
8391,True,JOCASTA,1+1+3,1.471675,a
8392,True,JOCASTA,1+1+3,1.4236584,a
8393,True,LADYO,3D,0.298584,a
8394,True,LADYO,3D,0.303904,a
8395,True,LADYO,3D,0.304896,a
8396,True,LADYO,3D,0.314048,a
8397,True,LADYO,3D,0.31324,a
8398,True,LADYO,3D,0.335296,a
8399,True,LADYO,3D,0.3308464,a
8438,True,,1+1+3,1.4269584,
8439,True,,1+1+3,1.4582898,
8440,True,,1+1+3,1.460525,
8441,True,,1+1+3,1.4442666,
8442,True,,1+1+3,1.4210916,
8443,True,,1+1+3,1.4145,
8444,True,,1+1+3,1.4401,
8445,True,,1+1+3,1.5164972,
8446,True,,1+1+3,1.4746834,
8447,True,,1+1+3,1.429825,
8448,True,,1+1+3,1.4670916,
8449,True,,1+1+3,1.478325,
8450,True,,3R,0.1348554,
8451,True,,3R,0.1544416,
8452,True,,1+1+3,1.15435,
8453,True,,1+1+3,1.1585583,
8454,True,,1+1+3,1.1502916,
8471,True,,1+1+3,1.4134417,
8472,True,,1+1+3,1.3902167,
8473,True,,1+1+3,1.3678333,
8474,True,,1+1+3,1.3825417,
8475,True,,1+1+3,1.3475416,
8476,True,,6-NOISE,1.8232,
8477,True,,1+1+3,1.398325,
8478,True,,1+1+3,1.3390833,
8479,True,,5R2,0.5209667,
8480,True,,5R2,0.5359333,
8481,True,,5R2,0.53725,
8482,True,,5R2,0.51375,
8483,True,,5R2,0.5205666,
8504,True,,1+1+3,1.5505599,
8505,True,,1+1+3,1.5186266,
8506,True,,1+1+3,1.522225,
8507,True,,5-NOISE,1.5451583,
8508,True,,1+1+3,1.4762833,
8509,True,,1+1+3,1.3440323,
8510,True,,1+1+3,1.2848583,
8511,True,,1+1+3,1.3292917,
8512,True,,1+1+3,1.3619083,
8513,True,,1+1+3,1.3205417,
8514,True,,1+1+3,1.3449167,
8515,True,,1+1+3,1.3434416,
8516,True,,8i,0.3719417,
8517,True,,5R1,0.313575,
8518,True,,5R1,0.3031084,
8519,True,,5R1,0.314625,
8520,True,,5R1,0.327025,
8521,True,,5R1,0.318675,
8522,True,,5R1,0.32675,
8523,True,,5R1,0.3271,
8524,True,,5R1,0.3335834,
8525,True,,5R1,0.325975,
8526,True,,5R1,0.334525,
8527,True,,5R1,0.3226917,
8528,True,,5R1,0.3413583,
8529,True,,5R1,0.3201583,
8530,True,,5R1,0.33375,
8531,True,,7i,0.457975,
8532,True,,7i,0.4560917,
8533,True,TBB,1+1+3,1.42695,a
8534,True,TBB,1+1+3,1.458275,a
8535,True,TBB,1+1+3,1.4602833,a
8536,True,TBB,1+1+3,1.4440084,a
8537,True,TBB,1+1+3,1.4210833,a
8538,True,TBB,1+1+3,1.4142833,a
8539,True,TBB,1+1+3,1.4400333,a
8540,True,TBB,1+1+3,1.5162833,a
8541,True,TBB,1+1+3,1.4745333,a
8542,True,TBB,1+1+3,1.4296833,a
8543,True,TBB,1+1+3,1.4669667,a
8544,True,TBB,1+1+3,1.4782916,a
8545,True,TBB,1+1+3,1.0046542,a
8546,True,TBB,1+1+3,1.0186583,a
8547,True,TBB,1+1+3,1.0521334,a
8548,True,TBB,1+1+3,1.1337917,a
8549,True,TBB,1+1+3,1.1657334,a
8550,True,TBB,1+1+3,1.2225584,i
8551,True,TBB,1+1+3,1.2048583,i
8552,True,TBB,1+1+3,1.2611584,a
8553,True,TBB,1+1+3,1.2670333,a
8554,True,TBB,1+1+3,1.2694334,a
8555,True,TBB,1+1+3,1.27,a
8556,True,TBB,1+1+3,1.2989084,a
8557,True,TBB,1+1+3,1.2848666,i
8558,True,TBB,1+1+3,1.2919667,i
8559,True,TBB,1+1+3,1.2766917,i
8560,True,TBB,1+1+3,1.255275,i
8566,True,TBB,1+1+3,1.4138333,a
8567,True,TBB,1+1+3,1.3901084,a
8568,True,TBB,1+1+3,1.3676917,a
8569,True,TBB,1+1+3,1.3824583,a
8570,True,TBB,1+1+3,1.3474917,i
8571,True,TBB,6-NOISE,1.8232916,i
8572,True,TBB,1+1+3,1.3982334,a
8573,True,TBB,1+1+3,1.33905,a
8574,True,TBB,1+1+3,0.7989781,
8610,True,TBB,8i,0.3718583,a
8611,True,TBB,5R1,0.313525,a
8612,True,TBB,5R1,0.3031083,a
8613,True,TBB,5R1,0.3146417,a
8614,True,TBB,5R1,0.3270083,a
8615,True,TBB,5R1,0.31865,a
8616,True,TBB,5R1,0.3267004,a
8617,True,TBB,5R1,0.3270666,a
8618,True,TBB,5R1,0.333575,a
8619,True,TBB,5R1,0.32595,a
8620,True,TBB,5R1,0.334525,a
8621,True,TBB,5R1,0.3226583,a
8622,True,TBB,5R1,0.3413417,a
8623,True,TBB,5R1,0.32015,a
8624,True,TBB,5R1,0.3335834,a
8625,True,TBB,7i,0.4581,a
8626,True,TBB,7i,0.4559166,a
8627,True,JOCASTA,5R1,0.3253667,a
8628,True,JOCASTA,6i,0.4233177,a
8629,True,JOCASTA,5R1,0.3216083,a
8630,True,JOCASTA,5R1,0.3085167,a
8631,True,JOCASTA,1+1+3,1.5589,i
8632,True,JOCASTA,1+1+3,1.6086333,i
8633,True,JOCASTA,1+1+3,1.5950417,
8634,True,JOCASTA,1+1+3,1.5420916,
8635,True,JOCASTA,1+1+3,1.4976584,
8636,True,JOCASTA,1+1+3,1.5481166,i
8637,True,JOCASTA,1+1+3,1.5432667,i
8638,True,JOCASTA,1+1+3,1.5625084,i
8639,True,JOCASTA,1+1+3,1.5919667,i
8640,True,JOCASTA,1+1+3,1.557875,i
8641,True,JOCASTA,7D2,1.5733833,i
8643,True,JOCASTA,6i,0.2175083,a
8644,True,JOCASTA,5R1,0.3131333,a
8645,True,JOCASTA,5R1,0.307825,a
8646,True,JOCASTA,5R1,0.3043583,a
8647,True,JOCASTA,5R1,0.3163417,a
8648,True,JOCASTA,5R1,0.3181334,a
8649,True,JOCASTA,5R1,0.3285583,a
8650,True,JOCASTA,5R1,0.3191416,a
8651,True,JOCASTA,5R1,0.3088333,a
8652,True,JOCASTA,5R1,0.3263318,a
8653,True,JOCASTA,5R1,0.3341,a
8654,True,JOCASTA,5R1,0.3260834,a
8667,True,JOCASTA,5R1,0.318275,a
8668,True,JOCASTA,5R1,0.3137917,a
8669,True,JOCASTA,5R1,0.3328473,a
8670,True,JOCASTA,5R1,0.3218961,a
8837,True,LAIUS,8R,1.237264,a
8838,True,LAIUS,10R,1.46484,a
8839,True,LAIUS,9R,1.281504,a
8840,True,LAIUS,1+1+3,0.866256,i
8841,True,LAIUS,1+1+3,0.846168,i
8842,True,LAIUS,1+1+3,0.828728,i
8843,True,LAIUS,1+1+3,0.804368,i
8844,True,LAIUS,1+1+3,0.812872,i
8845,True,LAIUS,1+1+3,0.833768,i
8846,True,LAIUS,1+1+3,0.86144,
8854,True,LAIUS,1+1+3,0.787584,a
8855,True,LAIUS,1+1+3,0.796768,a
8856,True,LAIUS,1+1+3,0.779904,a
8857,True,LAIUS,1+1+3,0.726176,a
8858,True,LAIUS,1+1+3,0.718432,a
8859,True,LAIUS,1+1+3,0.719168,a
8860,True,LAIUS,1+1+3,0.738152,a
