prevspecidx,whale,coart,prevcodanum,codanum,prevclicknum,clicknum,prevaudidx,audidx,prevhandvcat,handvcat,handvsubtype,prevtagondt,tagondt,prevcodadt,codadt,prevcodaenddt,codaenddt,pairt1,midt,pairt2,deltasec,specidx,prevspecpk,specpk,prevpkidx,pkidx,prevpkfq,pkfq,prevf1pk,f1pk,f2pk,prevf2pk,prevnumpks,numpks
1612,ATWOOD,ii,5264,5265,5,1,812,813,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:05.324000000,2015-03-02 15:21:08.746200000,2015-03-02 15:21:06.313066700,2015-03-02 15:21:09.723008400,24.18,24.195,24.21,2.4331333,1613,3515.625,3750.0,[15 27],[16 26],[3515.625 6328.125],[3750.   6093.75],3515.625,3750.0,6093.75,6328.125,2,2
1614,ATWOOD,ii,5265,5266,5,1,817,818,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:08.746200000,2015-03-02 15:21:12.336900000,2015-03-02 15:21:09.723008400,2015-03-02 15:21:13.324850000,24.21,24.225,24.24,2.6138916,1615,3515.625,3750.0,[15 26],[16 27],[3515.625 6093.75 ],[3750.    6328.125],3515.625,3750.0,6328.125,6093.75,2,2
1616,ATWOOD,ii,5266,5267,5,1,822,823,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:12.336900000,2015-03-02 15:21:16.408900000,2015-03-02 15:21:13.324850000,2015-03-02 15:21:17.398775000,24.24,24.255,24.27,3.08405,1617,3750.0,3750.0,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1618,ATWOOD,ii,5267,5268,5,1,827,828,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:16.408900000,2015-03-02 15:21:20.225300000,2015-03-02 15:21:17.398775000,2015-03-02 15:21:21.242791700,24.27,24.285,24.3,2.826525,1619,3515.625,3750.0,[15 26],[16 27],[3515.625 6093.75 ],[3750.    6328.125],3515.625,3750.0,6328.125,6093.75,2,2
1620,ATWOOD,ii,5268,5269,5,1,832,833,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:20.225300000,2015-03-02 15:21:24.098000000,2015-03-02 15:21:21.242791700,2015-03-02 15:21:25.117482900,24.3,24.315,24.33,2.8552083,1621,3750.0,3515.625,[16 26],[15 27],[3750.   6093.75],[3515.625 6328.125],3750.0,3515.625,6328.125,6093.75,2,2
1622,ATWOOD,ii,5269,5270,5,1,837,838,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:24.098000000,2015-03-02 15:21:27.915200000,2015-03-02 15:21:25.117482900,2015-03-02 15:21:28.944700000,24.33,24.345,24.36,2.7977171,1623,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1624,ATWOOD,ii,5270,5271,5,1,842,843,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:27.915200000,2015-03-02 15:21:31.583000000,2015-03-02 15:21:28.944700000,2015-03-02 15:21:32.585266600,24.36,24.375,24.39,2.6383,1625,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1626,ATWOOD,ii,5271,5272,5,1,847,848,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:31.583000000,2015-03-02 15:21:35.187000000,2015-03-02 15:21:32.585266600,2015-03-02 15:21:36.173383300,24.39,24.405,24.42,2.6017334,1627,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1628,ATWOOD,ii,5272,5273,5,1,852,853,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:35.187000000,2015-03-02 15:21:38.884100000,2015-03-02 15:21:36.173383300,2015-03-02 15:21:39.988525000,24.42,24.435,24.45,2.7107167,1629,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1630,ATWOOD,ii,5273,5274,6,1,858,859,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:38.884100000,2015-03-02 15:21:59.315500000,2015-03-02 15:21:39.988525000,2015-03-02 15:22:00.504625000,24.45,24.465,24.48,19.326975,1631,3750.0,3750.0,[16 27],[16 28],[3750.    6328.125],[3750.  6562.5],3750.0,3750.0,6562.5,6328.125,2,2
1632,ATWOOD,ii,5274,5275,6,1,864,865,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:21:59.315500000,2015-03-02 15:22:04.649500000,2015-03-02 15:22:00.504625000,2015-03-02 15:22:05.820891600,24.48,24.495,24.51,4.144875,1633,3750.0,3750.0,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1634,ATWOOD,ii,5275,5283,6,1,870,871,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:22:04.649500000,2015-03-02 15:22:37.938600000,2015-03-02 15:22:05.820891600,2015-03-02 15:22:38.944316700,24.51,24.525,24.54,32.1177084,1635,3515.625,3750.0,[15 26],[16 27],[3515.625 6093.75 ],[3750.    6328.125],3515.625,3750.0,6328.125,6093.75,2,2
1636,ATWOOD,ii,5283,5284,6,1,876,877,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:22:37.938600000,2015-03-02 15:22:41.692700000,2015-03-02 15:22:38.944316700,2015-03-02 15:22:42.506433300,24.54,24.555,24.57,2.7483833,1637,3750.0,3750.0,[16 27],[16],[3750.    6328.125],[3750.],3750.0,3750.0,,6328.125,2,1
1638,ATWOOD,ii,5284,5285,5,1,881,882,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:22:41.692700000,2015-03-02 15:22:45.108400000,2015-03-02 15:22:42.506433300,2015-03-02 15:22:45.913283300,24.57,24.585,24.6,2.6019667,1639,3750.0,3750.0,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1640,ATWOOD,ii,5285,5286,5,1,886,887,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:22:45.108400000,2015-03-02 15:22:48.911300000,2015-03-02 15:22:45.913283300,2015-03-02 15:22:49.717875000,24.6,24.615,24.63,2.9980167,1641,3515.625,3750.0,[15 27],[16 27],[3515.625 6328.125],[3750.    6328.125],3515.625,3750.0,6328.125,6328.125,2,2
1642,ATWOOD,ii,5286,5374,5,1,891,892,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:22:48.911300000,2015-03-02 15:24:17.549200000,2015-03-02 15:22:49.717875000,2015-03-02 15:24:18.530743200,24.63,24.645,24.66,87.831325,1643,3515.625,3750.0,[15 28],[16 27],[3515.625 6562.5  ],[3750.    6328.125],3515.625,3750.0,6328.125,6562.5,2,2
1644,ATWOOD,ii,5374,5375,5,1,896,897,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:24:17.549200000,2015-03-02 15:24:22.251900000,2015-03-02 15:24:18.530743200,2015-03-02 15:24:23.226858300,24.66,24.675,24.69,3.7211568,1645,3750.0,3750.0,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1646,ATWOOD,ii,5375,5376,5,1,901,902,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:24:22.251900000,2015-03-02 15:24:26.248200000,2015-03-02 15:24:23.226858300,2015-03-02 15:24:27.202691600,24.69,24.705,24.72,3.0213417,1647,3750.0,3750.0,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1648,ATWOOD,ii,5376,5377,5,1,906,907,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:24:26.248200000,2015-03-02 15:24:29.700500000,2015-03-02 15:24:27.202691600,2015-03-02 15:24:30.627375000,24.72,24.735,24.75,2.4978084,1649,3750.0,3515.625,[16 28],[15 27],[3750.  6562.5],[3515.625 6328.125],3750.0,3515.625,6328.125,6562.5,2,2
1650,ATWOOD,ii,5377,5387,5,1,911,912,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:24:29.700500000,2015-03-02 15:26:04.152300000,2015-03-02 15:24:30.627375000,2015-03-02 15:26:05.178383300,24.75,24.765,24.78,93.524925,1651,3515.625,3750.0,[15 28],[16 27],[3515.625 6562.5  ],[3750.    6328.125],3515.625,3750.0,6328.125,6562.5,2,2
1652,ATWOOD,ii,5387,5388,5,1,916,917,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:26:04.152300000,2015-03-02 15:26:08.239500000,2015-03-02 15:26:05.178383300,2015-03-02 15:26:09.267458400,24.78,24.795,24.81,3.0611167,1653,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1654,ATWOOD,ii,5388,5389,5,1,921,922,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:26:08.239500000,2015-03-02 15:26:23.949100000,2015-03-02 15:26:09.267458400,2015-03-02 15:26:25.003366700,24.81,24.825,24.84,14.6816416,1655,3515.625,3750.0,[15 27],[16 27],[3515.625 6328.125],[3750.    6328.125],3515.625,3750.0,6328.125,6328.125,2,2
1656,ATWOOD,ii,5389,5397,5,1,926,927,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:26:23.949100000,2015-03-02 15:26:53.949800000,2015-03-02 15:26:25.003366700,2015-03-02 15:26:54.788841700,24.84,24.855,24.87,28.9464333,1657,3750.0,6328.125,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1658,ATWOOD,ii,5397,5398,5,1,931,932,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:26:53.949800000,2015-03-02 15:26:57.036200000,2015-03-02 15:26:54.788841700,2015-03-02 15:26:57.938466700,24.87,24.885,24.9,2.2473583,1659,6328.125,3750.0,[15 27],[16 28],[3515.625 6328.125],[3750.  6562.5],3515.625,3750.0,6562.5,6328.125,2,2
1660,ATWOOD,ii,5398,5399,6,1,937,938,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:26:57.036200000,2015-03-02 15:26:59.782800000,2015-03-02 15:26:57.938466700,2015-03-02 15:27:00.567983400,24.9,24.915,24.93,1.8443333,1661,3515.625,3515.625,[15 28],[15 27],[3515.625 6562.5  ],[3515.625 6328.125],3515.625,3515.625,6328.125,6562.5,2,2
1662,ATWOOD,ii,5399,5400,5,1,942,943,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:26:59.782800000,2015-03-02 15:27:02.356000000,2015-03-02 15:27:00.567983400,2015-03-02 15:27:03.110258400,24.93,24.945,24.96,1.7880166,1663,3515.625,3515.625,[15 26],[15 27],[3515.625 6093.75 ],[3515.625 6328.125],3515.625,3515.625,6328.125,6093.75,2,2
1664,ATWOOD,ii,5400,5401,5,1,947,948,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:02.356000000,2015-03-02 15:27:05.754300000,2015-03-02 15:27:03.110258400,2015-03-02 15:27:06.524150000,24.96,24.975,24.99,2.6440416,1665,3515.625,3515.625,[15 27],[15 27],[3515.625 6328.125],[3515.625 6328.125],3515.625,3515.625,6328.125,6328.125,2,2
1666,ATWOOD,ii,5401,5402,5,1,952,953,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:05.754300000,2015-03-02 15:27:08.686300000,2015-03-02 15:27:06.524150000,2015-03-02 15:27:09.444358400,24.99,25.005,25.02,2.16215,1667,3515.625,6328.125,[15 26],[16 27],[3515.625 6093.75 ],[3750.    6328.125],3515.625,3750.0,6328.125,6093.75,2,2
1668,ATWOOD,ii,5402,5403,5,1,957,958,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:08.686300000,2015-03-02 15:27:10.900000000,2015-03-02 15:27:09.444358400,2015-03-02 15:27:11.675775000,25.02,25.035,25.05,1.4556416,1669,6093.75,3750.0,[15 26],[16 27],[3515.625 6093.75 ],[3750.    6328.125],3515.625,3750.0,6328.125,6093.75,2,2
1670,ATWOOD,ii,5403,5404,5,1,962,963,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:10.900000000,2015-03-02 15:27:14.845900000,2015-03-02 15:27:11.675775000,2015-03-02 15:27:15.614600000,25.05,25.065,25.08,3.170125,1671,5859.375,6093.75,[15 25],[15 26],[3515.625 5859.375],[3515.625 6093.75 ],3515.625,3515.625,6093.75,5859.375,2,2
1672,ATWOOD,ii,5404,5405,5,1,967,968,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:14.845900000,2015-03-02 15:27:17.742800000,2015-03-02 15:27:15.614600000,2015-03-02 15:27:18.527816600,25.08,25.095,25.11,2.1282,1673,6093.75,6328.125,[15 26],[16 27],[3515.625 6093.75 ],[3750.    6328.125],3515.625,3750.0,6328.125,6093.75,2,2
1674,ATWOOD,ii,5405,5406,5,1,972,973,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:17.742800000,2015-03-02 15:27:22.089600000,2015-03-02 15:27:18.527816600,2015-03-02 15:27:22.874841700,25.11,25.125,25.14,3.5617834,1675,6093.75,6093.75,[15 26],[16 26],[3515.625 6093.75 ],[3750.   6093.75],3515.625,3750.0,6093.75,6093.75,2,2
1676,ATWOOD,ii,5406,5407,5,1,977,978,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:22.089600000,2015-03-02 15:27:27.127900000,2015-03-02 15:27:22.874841700,2015-03-02 15:27:27.957541600,25.14,25.155,25.17,4.2530583,1677,6093.75,3750.0,[15 26],[16 26],[3515.625 6093.75 ],[3750.   6093.75],3515.625,3750.0,6093.75,6093.75,2,2
1678,ATWOOD,ii,5407,5408,5,1,982,983,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:27.127900000,2015-03-02 15:27:33.111000000,2015-03-02 15:27:27.957541600,2015-03-02 15:27:33.973775000,25.17,25.185,25.2,5.1534584,1679,3515.625,6328.125,[15 26],[16 27],[3515.625 6093.75 ],[3750.    6328.125],3515.625,3750.0,6328.125,6093.75,2,2
1680,ATWOOD,ii,5408,5409,5,1,987,988,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:33.111000000,2015-03-02 15:27:39.962500000,2015-03-02 15:27:33.973775000,2015-03-02 15:27:40.839391700,25.2,25.215,25.23,5.988725,1681,6093.75,6328.125,[15 26],[15 27],[3515.625 6093.75 ],[3515.625 6328.125],3515.625,3515.625,6328.125,6093.75,2,2
1682,ATWOOD,ii,5409,5410,5,1,992,993,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:27:39.962500000,2015-03-02 15:27:43.823300000,2015-03-02 15:27:40.839391700,2015-03-02 15:27:44.703883400,25.23,25.245,25.26,2.9839083,1683,6328.125,3515.625,[15 27],[15 27],[3515.625 6328.125],[3515.625 6328.125],3515.625,3515.625,6328.125,6328.125,2,2
1684,ATWOOD,ii,5701,5702,5,1,1342,1343,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:58:50.077800000,2015-03-02 15:58:53.440300000,2015-03-02 15:58:50.906125000,2015-03-02 15:58:54.252350000,25.26,25.275,25.29,2.534175,1685,3750.0,3281.25,[16 26],[14 26],[3750.   6093.75],[3281.25 6093.75],3750.0,3281.25,6093.75,6093.75,2,2
1686,ATWOOD,ii,5702,5703,5,1,1347,1348,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:58:53.440300000,2015-03-02 15:58:56.541700000,2015-03-02 15:58:54.252350000,2015-03-02 15:58:57.373416700,25.29,25.305,25.32,2.28935,1687,3515.625,3515.625,[15 27],[15],[3515.625 6328.125],[3515.625],3515.625,3515.625,,6328.125,2,1
1688,ATWOOD,ii,5703,5704,5,1,1352,1353,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:58:56.541700000,2015-03-02 15:58:59.532000000,2015-03-02 15:58:57.373416700,2015-03-02 15:59:00.338766700,25.32,25.335,25.35,2.1585833,1689,3750.0,3750.0,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1690,ATWOOD,ii,5704,5705,5,1,1357,1358,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:58:59.532000000,2015-03-02 15:59:02.747900000,2015-03-02 15:59:00.338766700,2015-03-02 15:59:03.562525000,25.35,25.365,25.38,2.4091333,1691,3515.625,6093.75,[15 26],[14 26],[3515.625 6093.75 ],[3281.25 6093.75],3515.625,3281.25,6093.75,6093.75,2,2
1692,ATWOOD,ii,5705,5706,5,1,1362,1363,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:02.747900000,2015-03-02 15:59:05.778300000,2015-03-02 15:59:03.562525000,2015-03-02 15:59:06.593733300,25.38,25.395,25.41,2.215775,1693,3750.0,3281.25,[16],[14 27],[3750.],[3281.25  6328.125],3750.0,3281.25,6328.125,,1,2
1694,ATWOOD,ii,5706,5707,5,1,1367,1368,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:05.778300000,2015-03-02 15:59:08.968900000,2015-03-02 15:59:06.593733300,2015-03-02 15:59:09.801691700,25.41,25.425,25.44,2.3751667,1695,3984.375,3515.625,[17 26],[15],[3984.375 6093.75 ],[3515.625],3984.375,3515.625,,6093.75,2,1
1696,ATWOOD,ii,5711,5712,5,1,1392,1393,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:32.040300000,2015-03-02 15:59:35.870600000,2015-03-02 15:59:33.061158400,2015-03-02 15:59:36.931341700,25.44,25.455,25.47,2.8094416,1697,3515.625,3515.625,[15 27],[15 26],[3515.625 6328.125],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6328.125,2,2
1698,ATWOOD,ii,5712,5713,5,1,1397,1398,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:35.870600000,2015-03-02 15:59:40.377800000,2015-03-02 15:59:36.931341700,2015-03-02 15:59:41.486383400,25.47,25.485,25.5,3.4464583,1699,3515.625,3515.625,[15 27],[15 27],[3515.625 6328.125],[3515.625 6328.125],3515.625,3515.625,6328.125,6328.125,2,2
1700,ATWOOD,ii,5713,5714,5,1,1402,1403,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:40.377800000,2015-03-02 15:59:44.401800000,2015-03-02 15:59:41.486383400,2015-03-02 15:59:45.504850000,25.5,25.515,25.53,2.9154166,1701,3515.625,3750.0,[15 27],[16 27],[3515.625 6328.125],[3750.    6328.125],3515.625,3750.0,6328.125,6328.125,2,2
1702,ATWOOD,ii,5714,5715,5,1,1407,1408,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:44.401800000,2015-03-02 15:59:48.338600000,2015-03-02 15:59:45.504850000,2015-03-02 15:59:49.428550000,25.53,25.545,25.56,2.83375,1703,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1704,ATWOOD,ii,5715,5716,5,1,1412,1413,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:48.338600000,2015-03-02 15:59:52.524000000,2015-03-02 15:59:49.428550000,2015-03-02 15:59:53.613242400,25.56,25.575,25.59,3.09545,1705,3750.0,3750.0,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1706,ATWOOD,ii,5716,5717,5,1,1417,1418,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:52.524000000,2015-03-02 15:59:56.721800000,2015-03-02 15:59:53.613242400,2015-03-02 15:59:57.790891700,25.59,25.605,25.62,3.1085576,1707,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1708,ATWOOD,ii,5717,5718,5,1,1422,1423,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 15:59:56.721800000,2015-03-02 16:00:00.856600000,2015-03-02 15:59:57.790891700,2015-03-02 16:00:01.970100000,25.62,25.635,25.65,3.0657083,1709,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1710,ATWOOD,ii,5718,5719,5,1,1427,1428,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:00.856600000,2015-03-02 16:00:04.841000000,2015-03-02 16:00:01.970100000,2015-03-02 16:00:05.995733300,25.65,25.665,25.68,2.8709,1711,3750.0,3515.625,[16 27],[15 26],[3750.    6328.125],[3515.625 6093.75 ],3750.0,3515.625,6093.75,6328.125,2,2
1712,ATWOOD,ii,5719,5720,5,1,1432,1433,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:04.841000000,2015-03-02 16:00:08.636100000,2015-03-02 16:00:05.995733300,2015-03-02 16:00:09.766966700,25.68,25.695,25.71,2.6403667,1713,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1714,ATWOOD,ii,5720,5721,5,1,1437,1438,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:08.636100000,2015-03-02 16:00:12.681100000,2015-03-02 16:00:09.766966700,2015-03-02 16:00:13.801433300,25.71,25.725,25.74,2.9141333,1715,3515.625,3515.625,[15 27],[15 27],[3515.625 6328.125],[3515.625 6328.125],3515.625,3515.625,6328.125,6328.125,2,2
1716,ATWOOD,ii,5721,5722,5,1,1442,1443,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:12.681100000,2015-03-02 16:00:16.826000000,2015-03-02 16:00:13.801433300,2015-03-02 16:00:17.976883400,25.74,25.755,25.77,3.0245667,1717,3515.625,3515.625,[15 26],[15],[3515.625 6093.75 ],[3515.625],3515.625,3515.625,,6093.75,2,1
1718,ATWOOD,ii,5722,5723,5,1,1447,1448,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:16.826000000,2015-03-02 16:00:21.122500000,2015-03-02 16:00:17.976883400,2015-03-02 16:00:22.279100000,25.77,25.785,25.8,3.1456166,1719,3515.625,3515.625,[15],[15],[3515.625],[3515.625],3515.625,3515.625,,,1,1
1720,ATWOOD,ii,5723,5724,5,1,1452,1453,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:21.122500000,2015-03-02 16:00:42.266200000,2015-03-02 16:00:22.279100000,2015-03-02 16:00:43.602925000,25.8,25.815,25.83,19.9871,1721,3515.625,3750.0,[15],[16],[3515.625],[3750.],3515.625,3750.0,,,1,1
1722,ATWOOD,ii,5724,5725,6,1,1458,1459,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:42.266200000,2015-03-02 16:00:49.834200000,2015-03-02 16:00:43.602925000,2015-03-02 16:00:50.997691700,25.83,25.845,25.86,6.231275,1723,3750.0,3515.625,[16],[15],[3750.],[3515.625],3750.0,3515.625,,,1,1
1724,ATWOOD,ii,5725,5726,5,1,1463,1464,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:49.834200000,2015-03-02 16:00:54.038400000,2015-03-02 16:00:50.997691700,2015-03-02 16:00:55.337875000,25.86,25.875,25.89,3.0407083,1725,3515.625,3515.625,[15],[15 26],[3515.625],[3515.625 6093.75 ],3515.625,3515.625,6093.75,,1,2
1726,ATWOOD,ii,5726,5727,6,1,1469,1470,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:54.038400000,2015-03-02 16:00:58.003600000,2015-03-02 16:00:55.337875000,2015-03-02 16:00:59.166400000,25.89,25.905,25.92,2.665725,1727,3515.625,3515.625,[15 26],[15 26],[3515.625 6093.75 ],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6093.75,2,2
1728,ATWOOD,ii,5727,5728,5,1,1474,1475,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:00:58.003600000,2015-03-02 16:01:02.156100000,2015-03-02 16:00:59.166400000,2015-03-02 16:01:03.321758300,25.92,25.935,25.95,2.9897,1729,3515.625,3515.625,[15 27],[15 26],[3515.625 6328.125],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6328.125,2,2
1730,ATWOOD,ii,5728,5782,5,1,1479,1480,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:01:02.156100000,2015-03-02 16:03:12.385700000,2015-03-02 16:01:03.321758300,2015-03-02 16:03:13.605933300,25.95,25.965,25.98,129.0639417,1731,3515.625,3515.625,[15 27],[15 26],[3515.625 6328.125],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6328.125,2,2
1732,ATWOOD,ii,5782,5783,5,1,1484,1485,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:03:12.385700000,2015-03-02 16:03:18.136900000,2015-03-02 16:03:13.605933300,2015-03-02 16:03:19.281833300,25.98,25.995,26.01,4.5309667,1733,3750.0,3281.25,[16 27],[14 26],[3750.    6328.125],[3281.25 6093.75],3750.0,3281.25,6093.75,6328.125,2,2
1734,ATWOOD,ii,5783,5784,5,1,1489,1490,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:03:18.136900000,2015-03-02 16:03:22.442200000,2015-03-02 16:03:19.281833300,2015-03-02 16:03:23.499458300,26.01,26.025,26.04,3.1603667,1735,3750.0,3281.25,[16 27],[14 26],[3750.    6328.125],[3281.25 6093.75],3750.0,3281.25,6093.75,6328.125,2,2
1736,ATWOOD,ii,5784,5785,5,1,1494,1495,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:03:22.442200000,2015-03-02 16:03:26.317400000,2015-03-02 16:03:23.499458300,2015-03-02 16:03:27.285666700,26.04,26.055,26.07,2.8179417,1737,3515.625,3750.0,[15 26],[16 27],[3515.625 6093.75 ],[3750.    6328.125],3515.625,3750.0,6328.125,6093.75,2,2
1738,ATWOOD,ii,5785,5787,5,1,1499,1500,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:03:26.317400000,2015-03-02 16:03:33.464200000,2015-03-02 16:03:27.285666700,2015-03-02 16:03:34.271941700,26.07,26.085,26.1,6.1785333,1739,3515.625,3515.625,[15 28],[15 27],[3515.625 6562.5  ],[3515.625 6328.125],3515.625,3515.625,6328.125,6562.5,2,2
1740,ATWOOD,ii,5787,5788,5,1,1504,1505,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:03:33.464200000,2015-03-02 16:03:40.190700000,2015-03-02 16:03:34.271941700,2015-03-02 16:03:41.046383300,26.1,26.115,26.13,5.9187583,1741,3515.625,3750.0,[15 27],[16 26],[3515.625 6328.125],[3750.   6093.75],3515.625,3750.0,6093.75,6328.125,2,2
