prevspecidx,whale,coart,prevcodanum,codanum,prevclicknum,clicknum,prevaudidx,audidx,prevhandvcat,handvcat,handvsubtype,prevtagondt,tagondt,prevcodadt,codadt,prevcodaenddt,codaenddt,pairt1,midt,pairt2,deltasec,specidx,prevspecpk,specpk,prevpkidx,pkidx,prevpkfq,pkfq,prevf1pk,f1pk,f2pk,prevf2pk,prevnumpks,numpks
1742,ATWOOD,ii,5788,5803,5,1,1509,1510,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:03:40.190700000,2015-03-02 16:07:02.460400000,2015-03-02 16:03:41.046383300,2015-03-02 16:07:03.338650000,26.13,26.145,26.16,201.4140167,1743,3750.0,3515.625,[16 28],[15 28],[3750.  6562.5],[3515.625 6562.5  ],3750.0,3515.625,6562.5,6562.5,2,2
1744,ATWOOD,ii,5803,5804,5,1,1514,1515,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:07:02.460400000,2015-03-02 16:07:07.547300000,2015-03-02 16:07:03.338650000,2015-03-02 16:07:08.401450000,26.16,26.175,26.19,4.20865,1745,3515.625,3515.625,[15 27],[15 28],[3515.625 6328.125],[3515.625 6562.5  ],3515.625,3515.625,6562.5,6328.125,2,2
1746,ATWOOD,ii,5804,5805,5,1,1519,1520,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:07:07.547300000,2015-03-02 16:07:21.334700000,2015-03-02 16:07:08.401450000,2015-03-02 16:07:22.451750000,26.19,26.205,26.22,12.93325,1747,6328.125,3750.0,[14 27],[16],[3281.25  6328.125],[3750.],3281.25,3750.0,,6328.125,2,1
1748,ATWOOD,ii,5805,5806,5,1,1524,1525,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:07:21.334700000,2015-03-02 16:07:26.482700000,2015-03-02 16:07:22.451750000,2015-03-02 16:07:27.554108300,26.22,26.235,26.25,4.03095,1749,3515.625,3515.625,[15 26],[15 27],[3515.625 6093.75 ],[3515.625 6328.125],3515.625,3515.625,6328.125,6093.75,2,2
1750,ATWOOD,ii,5806,5813,5,1,1529,1530,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:07:26.482700000,2015-03-02 16:08:53.101800000,2015-03-02 16:07:27.554108300,2015-03-02 16:08:54.121475000,26.25,26.265,26.28,85.5476917,1751,3515.625,5625.0,[15 27],[15 24],[3515.625 6328.125],[3515.625 5625.   ],3515.625,3515.625,5625.0,6328.125,2,2
1752,ATWOOD,ii,5813,5814,5,1,1534,1535,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:08:53.101800000,2015-03-02 16:08:59.744000000,2015-03-02 16:08:54.121475000,2015-03-02 16:09:00.822858300,26.28,26.295,26.31,5.622525,1753,3515.625,3750.0,[15 27],[16 27],[3515.625 6328.125],[3750.    6328.125],3515.625,3750.0,6328.125,6328.125,2,2
1754,ATWOOD,ii,5814,5842,5,1,1539,1540,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:08:59.744000000,2015-03-02 16:09:33.659900000,2015-03-02 16:09:00.822858300,2015-03-02 16:09:34.545867500,26.31,26.325,26.34,32.8370417,1755,3515.625,3515.625,[15 27],[15 28],[3515.625 6328.125],[3515.625 6562.5  ],3515.625,3515.625,6562.5,6328.125,2,2
1756,ATWOOD,ii,5842,5843,5,1,1544,1545,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:09:33.659900000,2015-03-02 16:09:36.926400000,2015-03-02 16:09:34.545867500,2015-03-02 16:09:37.806300000,26.34,26.355,26.37,2.3805325,1757,3750.0,3515.625,[16 27],[15 27],[3750.    6328.125],[3515.625 6328.125],3750.0,3515.625,6328.125,6328.125,2,2
1758,ATWOOD,ii,5843,5844,5,1,1549,1550,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:09:36.926400000,2015-03-02 16:09:41.476900000,2015-03-02 16:09:37.806300000,2015-03-02 16:09:42.323291700,26.37,26.385,26.4,3.6706,1759,3515.625,3515.625,[15 26],[15 27],[3515.625 6093.75 ],[3515.625 6328.125],3515.625,3515.625,6328.125,6093.75,2,2
1760,ATWOOD,ii,5844,5845,5,1,1554,1555,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:09:41.476900000,2015-03-02 16:09:45.754300000,2015-03-02 16:09:42.323291700,2015-03-02 16:09:46.588966700,26.4,26.415,26.43,3.4310083,1761,3515.625,3515.625,[15 27],[15 26],[3515.625 6328.125],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6328.125,2,2
1762,ATWOOD,ii,5845,5846,5,1,1559,1560,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:09:45.754300000,2015-03-02 16:09:50.234900000,2015-03-02 16:09:46.588966700,2015-03-02 16:09:51.078233300,26.43,26.445,26.46,3.6459333,1763,3515.625,3515.625,[15 27],[15 26],[3515.625 6328.125],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6328.125,2,2
1764,ATWOOD,ii,5846,5847,5,1,1564,1565,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:09:50.234900000,2015-03-02 16:09:54.827900000,2015-03-02 16:09:51.078233300,2015-03-02 16:09:55.726183400,26.46,26.475,26.49,3.7496667,1765,3750.0,3750.0,[16 28],[16 27],[3750.  6562.5],[3750.    6328.125],3750.0,3750.0,6328.125,6562.5,2,2
1766,ATWOOD,ii,5847,5848,5,1,1569,1570,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:09:54.827900000,2015-03-02 16:09:59.066100000,2015-03-02 16:09:55.726183400,2015-03-02 16:09:59.942633400,26.49,26.505,26.52,3.3399166,1767,3750.0,3515.625,[16 28],[15 27],[3750.  6562.5],[3515.625 6328.125],3750.0,3515.625,6328.125,6562.5,2,2
1768,ATWOOD,ii,5848,5849,5,1,1574,1575,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:09:59.066100000,2015-03-02 16:10:03.651100000,2015-03-02 16:09:59.942633400,2015-03-02 16:10:04.543591600,26.52,26.535,26.55,3.7084666,1769,3515.625,3750.0,[15 27],[16 28],[3515.625 6328.125],[3750.  6562.5],3515.625,3750.0,6562.5,6328.125,2,2
1770,ATWOOD,ii,5849,5850,5,1,1579,1580,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:10:03.651100000,2015-03-02 16:10:07.745300000,2015-03-02 16:10:04.543591600,2015-03-02 16:10:08.655158300,26.55,26.565,26.58,3.2017084,1771,3515.625,3750.0,[15 27],[16],[3515.625 6328.125],[3750.],3515.625,3750.0,,6328.125,2,1
1772,ATWOOD,ii,5850,5851,5,1,1584,1585,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:10:07.745300000,2015-03-02 16:10:17.817700000,2015-03-02 16:10:08.655158300,2015-03-02 16:10:18.990641000,26.58,26.595,26.61,9.1625417,1773,3750.0,3515.625,[16 27],[15],[3750.    6328.125],[3515.625],3750.0,3515.625,,6328.125,2,1
1774,ATWOOD,ii,5851,5852,6,1,1590,1591,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:10:17.817700000,2015-03-02 16:10:21.991700000,2015-03-02 16:10:18.990641000,2015-03-02 16:10:23.016800000,26.61,26.625,26.64,3.001059,1775,3515.625,3515.625,[15],[15],[3515.625],[3515.625],3515.625,3515.625,,,1,1
1776,ATWOOD,ii,5852,5853,5,1,1595,1596,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:10:21.991700000,2015-03-02 16:10:25.596300000,2015-03-02 16:10:23.016800000,2015-03-02 16:10:26.590358300,26.64,26.655,26.67,2.5795,1777,3750.0,3750.0,[16],[16],[3750.],[3750.],3750.0,3750.0,,,1,1
1778,ATWOOD,ii,5853,5854,5,1,1600,1601,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:10:25.596300000,2015-03-02 16:10:29.155100000,2015-03-02 16:10:26.590358300,2015-03-02 16:10:30.166608300,26.67,26.685,26.7,2.5647417,1779,3515.625,3515.625,[15],[15],[3515.625],[3515.625],3515.625,3515.625,,,1,1
1780,ATWOOD,ii,6069,6070,5,1,1710,1711,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:21:04.330800000,2015-03-02 16:21:06.142500000,2015-03-02 16:21:05.154108400,2015-03-02 16:21:06.796300000,26.7,26.715,26.73,0.9883916,1781,3515.625,3515.625,[15 28],[15 26],[3515.625 6562.5  ],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6562.5,2,2
1782,ATWOOD,ii,6070,6071,6,1,1716,1717,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:21:06.142500000,2015-03-02 16:21:10.774400000,2015-03-02 16:21:06.796300000,2015-03-02 16:21:11.585625000,26.73,26.745,26.76,3.9781,1783,3515.625,3515.625,[15 26],[15 26],[3515.625 6093.75 ],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6093.75,2,2
1784,ATWOOD,ii,6071,6072,5,1,1721,1722,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:21:10.774400000,2015-03-02 16:21:14.345700000,2015-03-02 16:21:11.585625000,2015-03-02 16:21:15.165633400,26.76,26.775,26.79,2.760075,1785,3515.625,3515.625,[15 27],[15 26],[3515.625 6328.125],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6328.125,2,2
1786,ATWOOD,ii,6072,6073,5,1,1726,1727,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:21:14.345700000,2015-03-02 16:21:18.103900000,2015-03-02 16:21:15.165633400,2015-03-02 16:21:18.842433400,26.79,26.805,26.82,2.9382666,1787,3515.625,3515.625,[15 26],[15 26],[3515.625 6093.75 ],[3515.625 6093.75 ],3515.625,3515.625,6093.75,6093.75,2,2
1788,ATWOOD,ii,6073,6074,5,1,1731,1732,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:21:18.103900000,2015-03-02 16:21:22.306100000,2015-03-02 16:21:18.842433400,2015-03-02 16:21:23.081449900,26.82,26.835,26.85,3.4636666,1789,3515.625,3515.625,[15 27],[15 27],[3515.625 6328.125],[3515.625 6328.125],3515.625,3515.625,6328.125,6328.125,2,2
1790,ATWOOD,ii,6074,6075,5,1,1736,1737,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:21:22.306100000,2015-03-02 16:21:25.662100000,2015-03-02 16:21:23.081449900,2015-03-02 16:21:26.465841700,26.85,26.865,26.88,2.5806501,1791,3515.625,3515.625,[15 27],[15 27],[3515.625 6328.125],[3515.625 6328.125],3515.625,3515.625,6328.125,6328.125,2,2
1792,ATWOOD,ii,6075,6076,5,1,1741,1742,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 16:21:25.662100000,2015-03-02 16:21:29.258600000,2015-03-02 16:21:26.465841700,2015-03-02 16:21:30.055783300,26.88,26.895,26.91,2.7927583,1793,3515.625,3750.0,[15 27],[16 27],[3515.625 6328.125],[3750.    6328.125],3515.625,3750.0,6328.125,6328.125,2,2
1794,ATWOOD,ii,6192,6193,8,1,1924,1925,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 18:18:22.779600000,2015-03-02 18:18:27.704800000,2015-03-02 18:18:24.273008300,2015-03-02 18:18:29.338983300,26.91,26.925,26.94,3.4317917,1795,3515.625,3750.0,[15],[16],[3515.625],[3750.],3515.625,3750.0,,,1,1
1796,ATWOOD,ii,6193,6194,9,1,1933,1934,i,i,,2015-03-02 11:20:26,2015-03-02 11:20:26,2015-03-02 18:18:27.704800000,2015-03-02 18:18:32.993200000,2015-03-02 18:18:29.338983300,2015-03-02 18:18:34.629916600,26.94,26.955,26.97,3.6542167,1797,3750.0,3515.625,[16],[15],[3750.],[3515.625],3750.0,3515.625,,,1,1
1798,FORK,ii,6236,6237,6,1,2023,2024,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:03:37.745300000,2015-03-19 08:03:44.140300000,2015-03-19 08:03:39.217541600,2015-03-19 08:03:45.587875000,26.97,26.985,27.0,4.9227584,1799,3750.0,3984.375,[16 27],[17 24],[3750.    6328.125],[3984.375 5625.   ],3750.0,3984.375,5625.0,6328.125,2,2
1800,FORK,ii,6237,6238,6,1,2029,2030,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:03:44.140300000,2015-03-19 08:03:49.918700000,2015-03-19 08:03:45.587875000,2015-03-19 08:03:51.780882400,27.0,27.015,27.03,4.330825,1801,3750.0,3750.0,[16 27],[16 27],[3750.    6328.125],[3750.    6328.125],3750.0,3750.0,6328.125,6328.125,2,2
1802,FORK,ii,6238,6239,9,1,2038,2039,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:03:49.918700000,2015-03-19 08:03:56.408200000,2015-03-19 08:03:51.780882400,2015-03-19 08:03:57.570975000,27.03,27.045,27.06,4.6273176,1803,3515.625,5859.375,[15 27],[14 25],[3515.625 6328.125],[3281.25  5859.375],3515.625,3281.25,5859.375,6328.125,2,2
1804,FORK,ii,6272,6273,5,1,2085,2086,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:41:53.747900000,2015-03-19 08:41:56.756300000,2015-03-19 08:41:54.639160400,2015-03-19 08:41:57.608683300,27.06,27.075,27.09,2.1171396,1805,6562.5,6562.5,[15 28],[16 28],[3515.625 6562.5  ],[3750.  6562.5],3515.625,3750.0,6562.5,6562.5,2,2
1806,FORK,ii,6273,6274,5,1,2090,2091,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:41:56.756300000,2015-03-19 08:42:01.688300000,2015-03-19 08:41:57.608683300,2015-03-19 08:42:02.535441700,27.09,27.105,27.12,4.0796167,1807,6328.125,6328.125,[15 27],[15 27],[3515.625 6328.125],[3515.625 6328.125],3515.625,3515.625,6328.125,6328.125,2,2
1808,FORK,ii,6274,6275,5,1,2095,2096,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:42:01.688300000,2015-03-19 08:42:04.997400000,2015-03-19 08:42:02.535441700,2015-03-19 08:42:05.824833300,27.12,27.135,27.15,2.4619583,1809,6093.75,6328.125,[15 26],[15 27],[3515.625 6093.75 ],[3515.625 6328.125],3515.625,3515.625,6328.125,6093.75,2,2
1810,FORK,ii,6275,6276,5,1,2100,2101,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:42:04.997400000,2015-03-19 08:42:07.658400000,2015-03-19 08:42:05.824833300,2015-03-19 08:42:08.450377400,27.15,27.165,27.18,1.8335667,1811,6562.5,6093.75,[15 28],[16 26],[3515.625 6562.5  ],[3750.   6093.75],3515.625,3750.0,6093.75,6562.5,2,2
1812,FORK,ii,6276,6277,5,1,2105,2106,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:42:07.658400000,2015-03-19 08:42:10.843000000,2015-03-19 08:42:08.450377400,2015-03-19 08:42:11.622758300,27.18,27.195,27.21,2.3926226,1813,6328.125,5625.0,[15 27],[15 24],[3515.625 6328.125],[3515.625 5625.   ],3515.625,3515.625,5625.0,6328.125,2,2
1814,FORK,ii,6277,6278,5,1,2110,2111,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:42:10.843000000,2015-03-19 08:42:14.624900000,2015-03-19 08:42:11.622758300,2015-03-19 08:42:15.461891700,27.21,27.225,27.24,3.0021417,1815,5859.375,5859.375,[15 25],[15 25],[3515.625 5859.375],[3515.625 5859.375],3515.625,3515.625,5859.375,5859.375,2,2
1816,FORK,ii,6278,6279,5,1,2115,2116,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:42:14.624900000,2015-03-19 08:42:18.094000000,2015-03-19 08:42:15.461891700,2015-03-19 08:42:19.127683300,27.24,27.255,27.27,2.6321083,1817,5859.375,3515.625,[15 25],[15 26],[3515.625 5859.375],[3515.625 6093.75 ],3515.625,3515.625,6093.75,5859.375,2,2
1818,FORK,ii,6279,6280,6,1,2121,2122,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:42:18.094000000,2015-03-19 08:42:21.960900000,2015-03-19 08:42:19.127683300,2015-03-19 08:42:22.801050000,27.27,27.285,27.3,2.8332167,1819,3515.625,6093.75,[15 26],[16 26],[3515.625 6093.75 ],[3750.   6093.75],3515.625,3750.0,6093.75,6093.75,2,2
1820,FORK,ii,6280,6281,5,1,2126,2127,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:42:21.960900000,2015-03-19 08:42:25.370900000,2015-03-19 08:42:22.801050000,2015-03-19 08:42:26.181612200,27.3,27.315,27.33,2.56985,1821,6328.125,6093.75,[16 27],[17 26],[3750.    6328.125],[3984.375 6093.75 ],3750.0,3984.375,6093.75,6328.125,2,2
1822,FORK,ii,6281,6282,5,1,2131,2132,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:42:25.370900000,2015-03-19 08:42:28.771200000,2015-03-19 08:42:26.181612200,2015-03-19 08:42:29.640875000,27.33,27.345,27.36,2.5895878,1823,6328.125,5859.375,[16 27],[16 25],[3750.    6328.125],[3750.    5859.375],3750.0,3750.0,5859.375,6328.125,2,2
1824,FORK,ii,6290,6291,8,1,2179,2180,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:43:25.193400000,2015-03-19 08:43:31.237600000,2015-03-19 08:43:26.686516700,2015-03-19 08:43:32.696958300,27.36,27.375,27.39,4.5510833,1825,3515.625,5859.375,[15 26],[15 25],[3515.625 6093.75 ],[3515.625 5859.375],3515.625,3515.625,5859.375,6093.75,2,2
1826,FORK,ii,6291,6292,9,1,2188,2189,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:43:31.237600000,2015-03-19 08:43:36.433100000,2015-03-19 08:43:32.696958300,2015-03-19 08:43:38.248883400,27.39,27.405,27.42,3.7361417,1827,5859.375,5859.375,[15 25],[16 25],[3515.625 5859.375],[3750.    5859.375],3515.625,3750.0,5859.375,5859.375,2,2
1828,FORK,ii,6292,6330,10,1,2198,2199,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 08:43:36.433100000,2015-03-19 10:11:54.656600000,2015-03-19 08:43:38.248883400,2015-03-19 10:11:56.013300000,27.42,27.435,27.45,5296.4077166,1829,5625.0,4218.75,[14 24],[18],[3281.25 5625.  ],[4218.75],3281.25,4218.75,,5625.0,2,1
1830,FORK,ii,6333,6334,5,1,2218,2219,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:12:17.780300000,2015-03-19 10:12:22.206500000,2015-03-19 10:12:19.085616700,2015-03-19 10:12:23.547875000,27.45,27.465,27.48,3.1208833,1831,3750.0,3515.625,[16 26],[15],[3750.   6093.75],[3515.625],3750.0,3515.625,,6093.75,2,1
1832,FORK,ii,6334,6335,5,1,2223,2224,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:12:22.206500000,2015-03-19 10:12:27.166200000,2015-03-19 10:12:23.547875000,2015-03-19 10:12:28.522891700,27.48,27.495,27.51,3.618325,1833,3750.0,3750.0,[16],[16],[3750.],[3750.],3750.0,3750.0,,,1,1
1834,FORK,ii,6335,6336,5,1,2228,2229,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:12:27.166200000,2015-03-19 10:13:05.842300000,2015-03-19 10:12:28.522891700,2015-03-19 10:13:07.128141700,27.51,27.525,27.54,37.3194083,1835,3750.0,3515.625,[16],[15],[3750.],[3515.625],3750.0,3515.625,,,1,1
1836,FORK,ii,6336,6337,5,1,2233,2234,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:13:05.842300000,2015-03-19 10:13:10.164200000,2015-03-19 10:13:07.128141700,2015-03-19 10:13:11.482750200,27.54,27.555,27.57,3.0360583,1837,3750.0,4218.75,[16],[18],[3750.],[4218.75],3750.0,4218.75,,,1,1
1838,FORK,ii,6337,6338,5,1,2238,2239,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:13:10.164200000,2015-03-19 10:13:14.066000000,2015-03-19 10:13:11.482750200,2015-03-19 10:13:15.418316700,27.57,27.585,27.6,2.5832498,1839,3750.0,3750.0,[16],[16],[3750.],[3750.],3750.0,3750.0,,,1,1
1840,FORK,ii,6338,6339,5,1,2243,2244,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:13:14.066000000,2015-03-19 10:13:18.351600000,2015-03-19 10:13:15.418316700,2015-03-19 10:13:19.626183400,27.6,27.615,27.63,2.9332833,1841,3515.625,3750.0,[15],[16],[3515.625],[3750.],3515.625,3750.0,,,1,1
1842,FORK,ii,6339,6340,5,1,2248,2249,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:13:18.351600000,2015-03-19 10:13:22.847900000,2015-03-19 10:13:19.626183400,2015-03-19 10:13:24.138041700,27.63,27.645,27.66,3.2217166,1843,3515.625,3984.375,[15],[17],[3515.625],[3984.375],3515.625,3984.375,,,1,1
1844,FORK,ii,6340,6341,5,1,2253,2254,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:13:22.847900000,2015-03-19 10:13:27.752400000,2015-03-19 10:13:24.138041700,2015-03-19 10:13:29.022280000,27.66,27.675,27.69,3.6143583,1845,3750.0,3750.0,[16],[16],[3750.],[3750.],3750.0,3750.0,,,1,1
1846,FORK,ii,6341,6342,5,1,2258,2259,i,i,Blend,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:13:27.752400000,2015-03-19 10:13:41.136600000,2015-03-19 10:13:29.022280000,2015-03-19 10:13:42.375850000,27.69,27.705,27.72,12.11432,1847,3515.625,5156.25,[15],[22],[3515.625],[5156.25],3515.625,5156.25,,,1,1
1848,FORK,ii,6342,6343,5,1,2263,2264,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:13:41.136600000,2015-03-19 10:14:32.087800000,2015-03-19 10:13:42.375850000,2015-03-19 10:14:33.386433300,27.72,27.735,27.75,49.71195,1849,5859.375,3984.375,[25],[17],[5859.375],[3984.375],5859.375,3984.375,,,1,1
1850,FORK,ii,6343,6344,5,1,2268,2269,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:14:32.087800000,2015-03-19 10:14:49.317800000,2015-03-19 10:14:33.386433300,2015-03-19 10:14:50.616916600,27.75,27.765,27.78,15.9313667,1851,3750.0,3750.0,[16],[16],[3750.],[3750.],3750.0,3750.0,,,1,1
1852,FORK,ii,6344,6345,5,1,2273,2274,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:14:49.317800000,2015-03-19 10:15:02.791200000,2015-03-19 10:14:50.616916600,2015-03-19 10:15:04.093850000,27.78,27.795,27.81,12.1742834,1853,3750.0,3515.625,[16],[15],[3750.],[3515.625],3750.0,3515.625,,,1,1
1854,FORK,ii,6345,6346,5,1,2278,2279,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:15:02.791200000,2015-03-19 10:15:07.499500000,2015-03-19 10:15:04.093850000,2015-03-19 10:15:08.795366700,27.81,27.825,27.84,3.40565,1855,3515.625,3281.25,[15],[14 25],[3515.625],[3281.25  5859.375],3515.625,3281.25,5859.375,,1,2
1856,FORK,ii,6346,6347,5,1,2283,2284,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:15:07.499500000,2015-03-19 10:15:12.228200000,2015-03-19 10:15:08.795366700,2015-03-19 10:15:13.512266600,27.84,27.855,27.87,3.4328333,1857,3750.0,3515.625,[16],[15 27],[3750.],[3515.625 6328.125],3750.0,3515.625,6328.125,,1,2
1858,FORK,ii,6347,6348,5,1,2288,2289,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:15:12.228200000,2015-03-19 10:15:16.216900000,2015-03-19 10:15:13.512266600,2015-03-19 10:15:17.602241600,27.87,27.885,27.9,2.7046334,1859,3515.625,3750.0,[15],[16 28],[3515.625],[3750.  6562.5],3515.625,3750.0,6562.5,,1,2
1860,FORK,ii,6348,6349,6,1,2294,2295,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:15:16.216900000,2015-03-19 10:15:20.730300000,2015-03-19 10:15:17.602241600,2015-03-19 10:15:22.079775000,27.9,27.915,27.93,3.1280584,1861,3515.625,3750.0,[15 27],[16],[3515.625 6328.125],[3750.],3515.625,3750.0,,6328.125,2,1
1862,FORK,ii,6349,6350,6,1,2300,2301,i,i,,2015-03-19 07:47:55,2015-03-19 07:47:55,2015-03-19 10:15:20.730300000,2015-03-19 10:15:26.097200000,2015-03-19 10:15:22.079775000,2015-03-19 10:15:27.354166600,27.93,27.945,27.96,4.017425,1863,3515.625,3984.375,[15 26],[17],[3515.625 6093.75 ],[3984.375],3515.625,3984.375,,6093.75,2,1
1864,FORK,ii,6476,6477,5,1,2384,2385,i,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 08:55:16.136300000,2015-03-26 08:55:20.333500000,2015-03-26 08:55:17.312458400,2015-03-26 08:55:21.498866700,27.96,27.975,27.99,3.0210416,1865,5156.25,6093.75,[22],[26],[5156.25],[6093.75],5156.25,6093.75,,,1,1
1866,FORK,ii,6500,6501,5,1,2444,2445,i,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 09:07:27.531800000,2015-03-26 09:07:37.496800000,2015-03-26 09:07:28.793775000,2015-03-26 09:07:38.745600000,27.99,28.005,28.02,8.703025,1867,5156.25,5859.375,[22],[25],[5156.25],[5859.375],5156.25,5859.375,,,1,1
1868,FORK,ii,6582,6583,5,1,2512,2513,i,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 09:25:16.251500000,2015-03-26 09:25:19.282000000,2015-03-26 09:25:17.033866600,2015-03-26 09:25:20.107416600,28.02,28.035,28.05,2.2481334,1869,3750.0,3750.0,[16],[16],[3750.],[3750.],3750.0,3750.0,,,1,1
1870,FORK,ii,6583,6584,5,1,2517,2518,i,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 09:25:19.282000000,2015-03-26 09:25:22.226200000,2015-03-26 09:25:20.107416600,2015-03-26 09:25:22.988058300,28.05,28.065,28.08,2.1187834,1871,3750.0,4218.75,[16],[18],[3750.],[4218.75],3750.0,4218.75,,,1,1
1872,FORK,ii,6584,6585,5,1,2522,2523,i,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 09:25:22.226200000,2015-03-26 09:25:25.170900000,2015-03-26 09:25:22.988058300,2015-03-26 09:25:25.965367900,28.08,28.095,28.11,2.1828417,1873,3750.0,5156.25,[16 22],[22],[3750.   5156.25],[5156.25],3750.0,5156.25,,5156.25,2,1
1874,FORK,ii,6585,6586,5,1,2527,2528,i,i,,2015-03-26 08:53:04,2015-03-26 08:53:04,2015-03-26 09:25:25.170900000,2015-03-26 09:25:28.177200000,2015-03-26 09:25:25.965367900,2015-03-26 09:25:29.201241700,28.11,28.125,28.14,2.2118321,1875,4453.125,5625.0,[19],[24],[4453.125],[5625.],4453.125,5625.0,,,1,1
