CodaNumber,nClicks,Length,ICI1,ICI2,ICI3,ICI4,ICI5,ICI6,ICI7,ICI8,ICI9,CodaName,Unit,WhaleID,Date
301,5,0.838,0.268,0.27,0.171,0.129,0,0,0,0,0,1+1+3,2,0,39527
302,5,1.371,0.51,0.447,0.21,0.204,0,0,0,0,0,1+1+3,2,0,39527
303,5,1.417,0.507,0.482,0.214,0.214,0,0,0,0,0,1+1+3,2,0,39527
304,5,1.276,0.469,0.427,0.189,0.191,0,0,0,0,0,1+1+3,2,0,39527
305,5,1.333,0.481,0.47,0.189,0.193,0,0,0,0,0,1+1+3,2,0,39527
306,5,1.195,0.453,0.416,0.147,0.179,0,0,0,0,0,1+1+3,2,0,39527
307,5,1.199,0.457,0.388,0.182,0.172,0,0,0,0,0,1+1+3,2,0,39527
308,5,1.558,0.547,0.53,0.233,0.248,0,0,0,0,0,1+1+3,2,0,39527
309,5,1.513,0.514,0.519,0.234,0.246,0,0,0,0,0,1+1+3,2,0,39527
310,5,1.294,0.484,0.443,0.2,0.167,0,0,0,0,0,1+1+3,2,0,39527
311,5,1.427,0.496,0.467,0.233,0.231,0,0,0,0,0,1+1+3,2,0,39527
312,5,1.105,0.422,0.338,0.162,0.183,0,0,0,0,0,1+1+3,2,0,39527
313,5,1.205,0.414,0.425,0.179,0.187,0,0,0,0,0,1+1+3,2,0,39527
314,5,1.255,0.395,0.436,0.22,0.204,0,0,0,0,0,1+1+3,2,0,39527
315,5,1.146,0.394,0.341,0.22,0.191,0,0,0,0,0,1+1+3,2,0,39527
317,5,1.393,0.518,0.467,0.179,0.229,0,0,0,0,0,1+1+3,2,0,39527
318,4,0.284,0.105,0.092,0.087,0,0,0,0,0,0,4R1,2,0,39527
319,5,0.316,0.093,0.089,0.07,0.064,0,0,0,0,0,5R1,2,0,39527
320,5,0.309,0.088,0.089,0.071,0.061,0,0,0,0,0,5R1,2,0,39527
321,5,0.315,0.086,0.085,0.078,0.066,0,0,0,0,0,5R1,2,0,39527
322,5,0.318,0.087,0.086,0.079,0.066,0,0,0,0,0,5R1,2,0,39527
323,5,0.315,0.082,0.09,0.072,0.071,0,0,0,0,0,5R1,2,0,39527
324,5,0.319,0.089,0.087,0.074,0.069,0,0,0,0,0,5R1,2,0,39527
325,5,0.32,0.085,0.096,0.072,0.067,0,0,0,0,0,5R1,2,0,39527
326,5,0.327,0.083,0.097,0.073,0.074,0,0,0,0,0,5R1,2,0,39527
327,5,0.324,0.089,0.09,0.076,0.069,0,0,0,0,0,5R1,2,0,39527
328,5,0.311,0.092,0.088,0.064,0.067,0,0,0,0,0,5R1,2,0,39527
329,5,0.314,0.095,0.068,0.064,0.087,0,0,0,0,0,5R1,2,0,39527
330,5,0.317,0.103,0.098,0.065,0.051,0,0,0,0,0,5R1,2,0,39527
331,5,0.344,0.1,0.091,0.075,0.078,0,0,0,0,0,5R1,2,0,39527
332,5,0.351,0.1,0.097,0.07,0.084,0,0,0,0,0,5R1,2,0,39527
333,5,0.327,0.1,0.084,0.073,0.07,0,0,0,0,0,5R1,2,0,39527
334,5,0.345,0.086,0.098,0.072,0.089,0,0,0,0,0,5R1,2,0,39527
335,5,0.351,0.113,0.08,0.074,0.084,0,0,0,0,0,5R1,2,0,39527
336,5,0.344,0.102,0.097,0.068,0.077,0,0,0,0,0,5R1,2,0,39527
337,5,0.393,0.127,0.099,0.082,0.085,0,0,0,0,0,5R1,2,0,39527
338,5,0.387,0.113,0.097,0.078,0.099,0,0,0,0,0,5R1,2,0,39527
339,5,0.363,0.111,0.089,0.078,0.085,0,0,0,0,0,5R1,2,0,39527
340,5,0.359,0.116,0.097,0.073,0.073,0,0,0,0,0,5R1,2,0,39527
341,5,0.386,0.104,0.094,0.087,0.101,0,0,0,0,0,5R1,2,0,39527
342,5,0.312,0.086,0.093,0.07,0.063,0,0,0,0,0,5R1,2,0,39527
343,5,0.377,0.111,0.098,0.087,0.081,0,0,0,0,0,5R1,2,0,39527
344,7,0.333,0.055,0.063,0.059,0.049,0.054,0.053,0,0,0,7I,2,0,39527
345,7,0.326,0.051,0.06,0.06,0.054,0.051,0.05,0,0,0,7I,2,0,39527
346,7,0.287,0.041,0.044,0.041,0.048,0.055,0.058,0,0,0,7I,2,0,39527
347,4,0.228,0.114,0.047,0.067,0,0,0,0,0,0,4R1,2,0,39528
348,5,0.325,0.087,0.102,0.074,0.062,0,0,0,0,0,5R1,2,0,39528
349,5,0.328,0.093,0.093,0.081,0.061,0,0,0,0,0,5R1,2,0,39528
350,5,0.309,0.081,0.095,0.072,0.061,0,0,0,0,0,5R1,2,0,39528
351,5,0.328,0.093,0.093,0.072,0.07,0,0,0,0,0,5R1,2,0,39528
352,5,0.323,0.088,0.096,0.073,0.066,0,0,0,0,0,5R1,2,0,39528
353,5,0.312,0.09,0.09,0.07,0.062,0,0,0,0,0,5R1,2,0,39528
354,5,0.306,0.079,0.087,0.071,0.069,0,0,0,0,0,5R1,2,0,39528
355,5,0.328,0.096,0.087,0.068,0.077,0,0,0,0,0,5R1,2,0,39528
356,5,0.313,0.073,0.098,0.074,0.068,0,0,0,0,0,5R1,2,0,39528
357,5,0.304,0.078,0.087,0.073,0.066,0,0,0,0,0,5R1,2,0,39528
358,5,0.303,0.079,0.087,0.07,0.067,0,0,0,0,0,5R1,2,0,39528
359,5,0.29,0.073,0.088,0.065,0.064,0,0,0,0,0,5R1,2,0,39528
360,5,0.298,0.06,0.103,0.068,0.067,0,0,0,0,0,5R1,2,0,39528
361,5,0.313,0.085,0.084,0.062,0.082,0,0,0,0,0,5R1,2,0,39528
362,5,0.332,0.108,0.086,0.069,0.069,0,0,0,0,0,5R1,2,0,39528
363,5,0.296,0.073,0.085,0.067,0.071,0,0,0,0,0,5R1,2,0,39528
364,5,0.3,0.069,0.088,0.071,0.072,0,0,0,0,0,5R1,2,0,39528
365,5,0.296,0.071,0.085,0.069,0.071,0,0,0,0,0,5R1,2,0,39528
366,5,0.313,0.094,0.088,0.072,0.059,0,0,0,0,0,5R1,2,0,39528
367,5,0.342,0.105,0.089,0.07,0.078,0,0,0,0,0,5R1,2,0,39528
368,5,0.329,0.091,0.079,0.087,0.072,0,0,0,0,0,5R1,2,0,39528
369,5,0.323,0.092,0.086,0.067,0.078,0,0,0,0,0,5R1,2,0,39528
370,5,0.299,0.09,0.084,0.073,0.052,0,0,0,0,0,5R1,2,0,39528
371,5,0.315,0.097,0.069,0.083,0.066,0,0,0,0,0,5R1,2,0,39528
372,5,0.357,0.091,0.085,0.077,0.104,0,0,0,0,0,5R1,2,0,39528
373,5,0.343,0.102,0.085,0.074,0.082,0,0,0,0,0,5R1,2,0,39528
374,5,0.329,0.089,0.102,0.076,0.062,0,0,0,0,0,5R1,2,0,39528
375,5,0.357,0.104,0.074,0.085,0.094,0,0,0,0,0,5R1,2,0,39528
376,5,0.236,0.062,0.063,0.053,0.058,0,0,0,0,0,5R1,2,0,39528
377,5,0.308,0.072,0.093,0.067,0.076,0,0,0,0,0,5R1,2,0,39528
378,5,0.305,0.077,0.095,0.066,0.067,0,0,0,0,0,5R1,2,0,39528
379,5,0.333,0.095,0.081,0.074,0.083,0,0,0,0,0,5R1,2,0,39528
380,5,0.325,0.087,0.092,0.079,0.067,0,0,0,0,0,5R1,2,0,39528
381,5,0.309,0.074,0.091,0.072,0.072,0,0,0,0,0,5R1,2,0,39528
382,5,0.295,0.072,0.084,0.07,0.069,0,0,0,0,0,5R1,2,0,39528
383,5,0.308,0.084,0.084,0.075,0.065,0,0,0,0,0,5R1,2,0,39528
384,5,0.29,0.059,0.085,0.061,0.085,0,0,0,0,0,5R1,2,0,39528
385,5,0.276,0.064,0.083,0.064,0.065,0,0,0,0,0,5R1,2,0,39528
386,5,0.339,0.07,0.098,0.067,0.104,0,0,0,0,0,5R1,2,0,39528
387,6,0.49,0.175,0.089,0.082,0.074,0.07,0,0,0,0,NOISE,2,0,39528
388,6,0.384,0.079,0.072,0.072,0.078,0.083,0,0,0,0,6D,2,0,39528
389,7,0.475,0.083,0.083,0.082,0.073,0.085,0.069,0,0,0,7I,2,0,39528
390,5,0.292,0.075,0.088,0.058,0.071,0,0,0,0,0,5R1,2,0,39528
391,4,0.678,0.332,0.192,0.154,0,0,0,0,0,0,1+32,2,0,39534
392,4,0.511,0.222,0.162,0.127,0,0,0,0,0,0,4D,2,0,39534
393,5,1.055,0.343,0.342,0.205,0.165,0,0,0,0,0,1+1+3,2,0,39534
394,5,1.01,0.276,0.367,0.202,0.165,0,0,0,0,0,1+1+3,2,0,39534
395,5,0.978,0.292,0.373,0.161,0.152,0,0,0,0,0,1+1+3,2,0,39534
396,5,0.826,0.209,0.266,0.196,0.155,0,0,0,0,0,1+1+3,2,0,39534
397,5,0.88,0.252,0.302,0.175,0.151,0,0,0,0,0,1+1+3,2,0,39534
398,5,1.005,0.344,0.303,0.205,0.153,0,0,0,0,0,1+1+3,2,0,39534
399,5,0.89,0.293,0.294,0.158,0.145,0,0,0,0,0,1+1+3,2,0,39534
400,5,0.884,0.289,0.308,0.154,0.133,0,0,0,0,0,1+1+3,2,0,39534
401,5,0.821,0.263,0.281,0.147,0.13,0,0,0,0,0,1+1+3,2,0,39534
402,5,0.928,0.291,0.304,0.174,0.159,0,0,0,0,0,1+1+3,2,0,39534
403,5,0.887,0.224,0.298,0.184,0.181,0,0,0,0,0,1+1+3,2,0,39534
404,5,0.823,0.228,0.285,0.158,0.152,0,0,0,0,0,1+1+3,2,0,39534
405,5,0.748,0.244,0.231,0.15,0.123,0,0,0,0,0,1+1+3,2,0,39534
406,5,0.884,0.278,0.311,0.163,0.132,0,0,0,0,0,1+1+3,2,0,39534
407,5,0.869,0.273,0.281,0.182,0.133,0,0,0,0,0,1+1+3,2,0,39534
408,5,0.343,0.094,0.102,0.078,0.069,0,0,0,0,0,5R1,2,0,39534
409,5,0.342,0.097,0.09,0.086,0.069,0,0,0,0,0,5R1,2,0,39534
410,5,0.343,0.086,0.099,0.087,0.071,0,0,0,0,0,5R1,2,0,39534
411,5,0.747,0.239,0.214,0.162,0.132,0,0,0,0,0,1+1+3,2,0,39534
412,5,0.821,0.261,0.278,0.149,0.133,0,0,0,0,0,1+1+3,2,0,39534
413,5,0.886,0.286,0.274,0.186,0.14,0,0,0,0,0,1+1+3,2,0,39534
414,5,1.014,0.327,0.335,0.201,0.151,0,0,0,0,0,1+1+3,2,0,39534
415,5,0.846,0.247,0.275,0.167,0.157,0,0,0,0,0,1+1+3,2,0,39534
416,5,0.755,0.182,0.204,0.201,0.168,0,0,0,0,0,1+1+3,2,0,39534
417,6,0.427,0.105,0.098,0.083,0.061,0.08,0,0,0,0,6D,2,0,39534
418,6,1.202,0.309,0.343,0.187,0.149,0.214,0,0,0,0,NOISE,2,0,39534
419,6,0.248,0.024,0.045,0.042,0.039,0.098,0,0,0,0,NOISE,2,0,39534
420,6,0.669,0.148,0.154,0.129,0.115,0.123,0,0,0,0,NOISE,2,0,39534
421,6,0.933,0.176,0.286,0.193,0.13,0.148,0,0,0,0,NOISE,2,0,39534
422,7,0.351,0.067,0.058,0.051,0.069,0.048,0.058,0,0,0,7I,2,0,39534
423,7,0.333,0.06,0.063,0.051,0.061,0.044,0.054,0,0,0,7I,2,0,39534
424,7,0.302,0.033,0.044,0.044,0.048,0.057,0.076,0,0,0,7I,2,0,39534
425,7,0.258,0.027,0.038,0.038,0.043,0.051,0.061,0,0,0,7I,2,0,39534
426,8,0.396,0.047,0.082,0.067,0.04,0.06,0.044,0.056,0,0,8I,2,0,39534
427,8,0.292,0.032,0.032,0.033,0.04,0.033,0.063,0.059,0,0,8I,2,0,39534
428,8,0.291,0.037,0.034,0.035,0.035,0.048,0.047,0.055,0,0,8I,2,0,39534
429,8,0.312,0.032,0.035,0.036,0.04,0.048,0.054,0.067,0,0,8I,2,0,39534
430,9,0.384,0.049,0.063,0.041,0.04,0.042,0.043,0.043,0.063,0,9I,2,0,39534
431,9,0.339,0.038,0.035,0.036,0.037,0.04,0.046,0.052,0.055,0,9I,2,0,39534
432,5,0.39,0.122,0.098,0.08,0.09,0,0,0,0,0,5R1,2,0,39542
433,5,0.335,0.103,0.087,0.072,0.073,0,0,0,0,0,5R1,2,0,39542
434,5,0.341,0.091,0.09,0.078,0.082,0,0,0,0,0,5R1,2,0,39542
435,5,0.346,0.104,0.086,0.072,0.084,0,0,0,0,0,5R1,2,0,39542
436,5,0.363,0.113,0.087,0.084,0.079,0,0,0,0,0,5R1,2,0,39542
437,5,0.368,0.093,0.094,0.078,0.103,0,0,0,0,0,5R1,2,0,39542
438,5,0.368,0.102,0.089,0.08,0.097,0,0,0,0,0,5R1,2,0,39542
439,5,0.393,0.125,0.093,0.085,0.09,0,0,0,0,0,5R1,2,0,39542
440,5,0.377,0.08,0.073,0.099,0.125,0,0,0,0,0,5R1,2,0,39542
441,5,0.307,0.09,0.101,0.07,0.046,0,0,0,0,0,5R1,2,0,39542
442,5,0.316,0.087,0.099,0.069,0.061,0,0,0,0,0,5R1,2,0,39542
443,5,0.318,0.089,0.095,0.075,0.059,0,0,0,0,0,5R1,2,0,39542
444,5,0.306,0.087,0.088,0.073,0.058,0,0,0,0,0,5R1,2,0,39542
445,5,0.311,0.077,0.101,0.072,0.061,0,0,0,0,0,5R1,2,0,39542
446,5,0.322,0.088,0.077,0.087,0.07,0,0,0,0,0,5R1,2,0,39542
447,5,0.306,0.084,0.083,0.071,0.068,0,0,0,0,0,5R1,2,0,39542
448,5,0.321,0.09,0.078,0.071,0.082,0,0,0,0,0,5R1,2,0,39542
449,5,0.321,0.094,0.075,0.078,0.074,0,0,0,0,0,5R1,2,0,39542
450,5,0.327,0.091,0.087,0.073,0.076,0,0,0,0,0,5R1,2,0,39542
451,6,0.53,0.11,0.092,0.069,0.097,0.162,0,0,0,0,NOISE,2,0,39542
452,9,0.307,0.03,0.037,0.034,0.031,0.033,0.039,0.037,0.066,0,9I,2,0,39542
453,9,0.325,0.033,0.036,0.033,0.034,0.037,0.043,0.047,0.062,0,9I,2,0,39542
454,9,0.335,0.032,0.036,0.026,0.04,0.039,0.044,0.036,0.082,0,9I,2,0,39542
455,10,0.365,0.029,0.037,0.032,0.021,0.042,0.042,0.04,0.05,0.072,10I,2,0,39542
456,5,1.123,0.399,0.375,0.193,0.156,0,0,0,0,0,1+1+3,2,0,39890
457,5,1.109,0.449,0.355,0.168,0.137,0,0,0,0,0,1+1+3,2,0,39890
458,5,1.191,0.411,0.409,0.191,0.18,0,0,0,0,0,1+1+3,2,0,39890
459,5,1.117,0.401,0.358,0.207,0.151,0,0,0,0,0,1+1+3,2,0,39890
460,5,1.15,0.377,0.394,0.196,0.183,0,0,0,0,0,1+1+3,2,0,39890
461,5,1.15,0.407,0.406,0.171,0.166,0,0,0,0,0,1+1+3,2,0,39890
462,5,1.07,0.344,0.408,0.162,0.156,0,0,0,0,0,1+1+3,2,0,39890
463,5,1.077,0.396,0.326,0.201,0.154,0,0,0,0,0,1+1+3,2,0,39890
464,5,1.01,0.319,0.324,0.192,0.175,0,0,0,0,0,1+1+3,2,0,39890
465,5,1.296,0.445,0.559,0.132,0.16,0,0,0,0,0,1+1+3,2,0,39890
466,5,0.316,0.086,0.092,0.074,0.064,0,0,0,0,0,5R1,2,0,39890
467,5,0.33,0.087,0.093,0.08,0.07,0,0,0,0,0,5R1,2,0,39890
468,5,0.308,0.085,0.089,0.075,0.059,0,0,0,0,0,5R1,2,0,39890
469,5,0.89,0.276,0.286,0.187,0.141,0,0,0,0,0,1+1+3,2,0,39890
470,5,0.299,0.08,0.081,0.071,0.067,0,0,0,0,0,5R1,2,0,39890
471,5,0.323,0.089,0.099,0.071,0.064,0,0,0,0,0,5R1,2,0,39890
472,6,0.428,0.09,0.111,0.075,0.066,0.086,0,0,0,0,6D,2,0,39890
473,7,0.284,0.043,0.045,0.046,0.041,0.054,0.055,0,0,0,7I,2,0,39890
474,8,0.358,0.037,0.04,0.045,0.046,0.046,0.053,0.091,0,0,8I,2,0,39890
475,5,0.33,0.078,0.094,0.066,0.092,0,0,0,0,0,5R1,2,0,40215
476,5,0.76,0.213,0.249,0.15,0.148,0,0,0,0,0,1+1+3,2,0,40215
477,5,0.753,0.193,0.246,0.179,0.135,0,0,0,0,0,1+1+3,2,0,40215
478,5,0.783,0.224,0.245,0.178,0.136,0,0,0,0,0,1+1+3,2,0,40215
479,5,0.801,0.215,0.251,0.18,0.155,0,0,0,0,0,1+1+3,2,0,40215
480,5,0.312,0.084,0.079,0.086,0.063,0,0,0,0,0,5R1,2,0,40215
481,5,0.321,0.086,0.095,0.074,0.066,0,0,0,0,0,5R1,2,0,40215
482,5,0.305,0.074,0.095,0.07,0.066,0,0,0,0,0,5R1,2,0,40215
483,5,0.308,0.076,0.096,0.071,0.065,0,0,0,0,0,5R1,2,0,40215
484,5,0.326,0.082,0.099,0.076,0.069,0,0,0,0,0,5R1,2,0,40215
485,5,0.309,0.079,0.089,0.077,0.064,0,0,0,0,0,5R1,2,0,40215
486,5,0.325,0.081,0.096,0.073,0.075,0,0,0,0,0,5R1,2,0,40215
487,5,0.313,0.076,0.097,0.074,0.066,0,0,0,0,0,5R1,2,0,40215
488,5,0.311,0.08,0.088,0.073,0.07,0,0,0,0,0,5R1,2,0,40215
489,5,0.294,0.079,0.087,0.068,0.06,0,0,0,0,0,5R1,2,0,40215
490,5,0.311,0.075,0.095,0.074,0.067,0,0,0,0,0,5R1,2,0,40215
491,5,0.399,0.106,0.126,0.084,0.083,0,0,0,0,0,5R1,2,0,40215
492,5,0.371,0.102,0.092,0.078,0.099,0,0,0,0,0,5R1,2,0,40215
493,5,0.322,0.082,0.094,0.073,0.073,0,0,0,0,0,5R1,2,0,40215
494,5,0.336,0.085,0.099,0.076,0.076,0,0,0,0,0,5R1,2,0,40215
495,5,0.533,0.132,0.161,0.131,0.109,0,0,0,0,0,5R2,2,0,40215
496,5,0.819,0.233,0.257,0.196,0.133,0,0,0,0,0,1+1+3,2,0,40215
497,5,0.291,0.062,0.115,0.05,0.064,0,0,0,0,0,5R1,2,0,40215
498,5,0.87,0.26,0.269,0.187,0.154,0,0,0,0,0,1+1+3,2,0,40215
499,5,0.322,0.08,0.091,0.074,0.077,0,0,0,0,0,5R1,2,0,40215
500,5,0.298,0.071,0.098,0.071,0.058,0,0,0,0,0,5R1,2,0,40215
501,5,0.315,0.076,0.1,0.07,0.069,0,0,0,0,0,5R1,2,0,40215
502,5,0.302,0.071,0.095,0.067,0.069,0,0,0,0,0,5R1,2,0,40215
503,5,0.35,0.106,0.095,0.083,0.066,0,0,0,0,0,5R1,2,0,40215
504,5,0.76,0.212,0.223,0.182,0.143,0,0,0,0,0,1+1+3,2,0,40215
505,5,0.885,0.255,0.31,0.174,0.146,0,0,0,0,0,1+1+3,2,0,40215
506,5,0.783,0.25,0.242,0.16,0.131,0,0,0,0,0,1+1+3,2,0,40215
507,5,0.691,0.204,0.23,0.135,0.122,0,0,0,0,0,1+1+3,2,0,40215
508,5,0.844,0.244,0.268,0.177,0.155,0,0,0,0,0,1+1+3,2,0,40215
509,6,0.451,0.065,0.113,0.088,0.077,0.108,0,0,0,0,NOISE,2,0,40215
510,6,0.346,0.052,0.126,0.053,0.054,0.061,0,0,0,0,6D,2,0,40215
511,7,0.343,0.061,0.062,0.061,0.052,0.051,0.056,0,0,0,7I,2,0,40215
512,7,0.339,0.052,0.066,0.059,0.056,0.053,0.053,0,0,0,7I,2,0,40215
513,5,0.33,0.092,0.103,0.07,0.065,0,0,0,0,0,5R1,2,0,40215
514,4,0.188,0.045,0.063,0.08,0,0,0,0,0,0,4R1,2,0,40235
515,4,0.252,0.068,0.075,0.109,0,0,0,0,0,0,4R1,2,0,40235
516,5,0.232,0.052,0.061,0.055,0.064,0,0,0,0,0,5R1,2,0,40235
517,5,0.306,0.077,0.069,0.075,0.085,0,0,0,0,0,5R1,2,0,40235
518,5,0.29,0.038,0.049,0.083,0.12,0,0,0,0,0,NOISE,2,0,40235
519,5,0.337,0.088,0.062,0.082,0.105,0,0,0,0,0,5R1,2,0,40235
520,5,0.331,0.066,0.073,0.086,0.106,0,0,0,0,0,5R1,2,0,40235
521,5,0.319,0.087,0.093,0.074,0.065,0,0,0,0,0,5R1,2,0,40235
522,5,0.347,0.106,0.102,0.081,0.058,0,0,0,0,0,5R1,2,0,40235
523,5,0.356,0.067,0.079,0.089,0.121,0,0,0,0,0,5R1,2,0,40235
524,5,0.273,0.047,0.049,0.09,0.087,0,0,0,0,0,NOISE,2,0,40235
525,5,0.324,0.083,0.096,0.079,0.066,0,0,0,0,0,5R1,2,0,40235
526,5,0.33,0.083,0.108,0.077,0.062,0,0,0,0,0,5R1,2,0,40235
527,5,0.331,0.096,0.103,0.072,0.06,0,0,0,0,0,5R1,2,0,40235
528,5,0.326,0.091,0.101,0.076,0.058,0,0,0,0,0,5R1,2,0,40235
529,5,0.339,0.106,0.104,0.064,0.065,0,0,0,0,0,5R1,2,0,40235
530,6,0.424,0.067,0.066,0.08,0.09,0.121,0,0,0,0,NOISE,2,0,40235
531,6,0.392,0.037,0.057,0.068,0.105,0.125,0,0,0,0,NOISE,2,0,40235
532,6,0.375,0.063,0.068,0.074,0.075,0.095,0,0,0,0,6D,2,0,40235
533,6,0.404,0.037,0.064,0.07,0.081,0.152,0,0,0,0,NOISE,2,0,40235
534,6,0.365,0.067,0.069,0.065,0.07,0.094,0,0,0,0,6D,2,0,40235
535,6,0.373,0.052,0.062,0.069,0.079,0.111,0,0,0,0,NOISE,2,0,40235
536,7,0.464,0.046,0.077,0.061,0.088,0.093,0.099,0,0,0,7I,2,0,40235
537,7,0.661,0.066,0.069,0.07,0.075,0.11,0.271,0,0,0,7I,2,0,40235
538,7,0.666,0.067,0.071,0.069,0.1,0.103,0.256,0,0,0,7I,2,0,40235
539,6,0.695,0.097,0.146,0.136,0.144,0.172,0,0,0,0,NOISE,2,0,40246
540,7,0.993,0.159,0.177,0.146,0.135,0.137,0.239,0,0,0,NOISE,2,0,40246
541,4,0.32,0.123,0.129,0.068,0,0,0,0,0,0,4R1,2,0,40255
542,5,0.354,0.089,0.101,0.084,0.08,0,0,0,0,0,5R1,2,0,40255
543,5,0.823,0.259,0.251,0.175,0.138,0,0,0,0,0,1+1+3,2,0,40255
544,5,0.357,0.103,0.086,0.085,0.083,0,0,0,0,0,5R1,2,0,40255
545,5,0.385,0.118,0.097,0.08,0.09,0,0,0,0,0,5R1,2,0,40255
546,5,0.803,0.232,0.253,0.174,0.144,0,0,0,0,0,1+1+3,2,0,40255
547,5,0.315,0.083,0.087,0.077,0.068,0,0,0,0,0,5R1,2,0,40255
548,5,0.317,0.075,0.099,0.074,0.069,0,0,0,0,0,5R1,2,0,40255
549,5,0.313,0.073,0.098,0.072,0.07,0,0,0,0,0,5R1,2,0,40255
550,5,0.33,0.087,0.091,0.077,0.075,0,0,0,0,0,5R1,2,0,40255
551,5,0.318,0.086,0.089,0.073,0.07,0,0,0,0,0,5R1,2,0,40255
552,5,0.323,0.085,0.091,0.076,0.071,0,0,0,0,0,5R1,2,0,40255
553,5,0.317,0.082,0.099,0.06,0.076,0,0,0,0,0,5R1,2,0,40255
554,5,0.306,0.079,0.098,0.069,0.06,0,0,0,0,0,5R1,2,0,40255
555,5,0.312,0.082,0.096,0.073,0.061,0,0,0,0,0,5R1,2,0,40255
556,5,0.312,0.081,0.095,0.072,0.064,0,0,0,0,0,5R1,2,0,40255
557,5,0.313,0.081,0.094,0.074,0.064,0,0,0,0,0,5R1,2,0,40255
558,5,0.315,0.083,0.105,0.065,0.062,0,0,0,0,0,5R1,2,0,40255
559,5,0.837,0.27,0.258,0.173,0.136,0,0,0,0,0,1+1+3,2,0,40255
560,5,0.806,0.226,0.261,0.182,0.137,0,0,0,0,0,1+1+3,2,0,40255
561,5,0.826,0.25,0.261,0.19,0.125,0,0,0,0,0,1+1+3,2,0,40255
562,5,0.834,0.26,0.266,0.176,0.132,0,0,0,0,0,1+1+3,2,0,40255
563,5,0.83,0.263,0.27,0.163,0.134,0,0,0,0,0,1+1+3,2,0,40255
564,5,0.764,0.266,0.267,0.139,0.092,0,0,0,0,0,1+1+3,2,0,40255
565,5,0.798,0.246,0.243,0.177,0.132,0,0,0,0,0,1+1+3,2,0,40255
566,5,0.801,0.254,0.247,0.169,0.131,0,0,0,0,0,1+1+3,2,0,40255
567,7,0.338,0.052,0.058,0.062,0.053,0.053,0.06,0,0,0,7I,2,0,40255
568,7,0.332,0.062,0.042,0.062,0.041,0.062,0.063,0,0,0,7I,2,0,40255
569,6,0.274,0.042,0.047,0.044,0.069,0.072,0,0,0,0,NOISE,2,0,40255
570,6,0.275,0.042,0.039,0.047,0.076,0.071,0,0,0,0,NOISE,2,0,40255
572,4,0.338,0.171,0.087,0.08,0,0,0,0,0,0,NOISE,2,0,40269
573,4,0.2,0.043,0.059,0.098,0,0,0,0,0,0,4R1,2,0,40269
574,5,0.335,0.076,0.081,0.081,0.097,0,0,0,0,0,5R1,2,0,40269
575,5,0.375,0.107,0.093,0.079,0.096,0,0,0,0,0,5R1,2,0,40269
576,5,0.374,0.099,0.102,0.089,0.084,0,0,0,0,0,5R1,2,0,40269
577,5,0.825,0.267,0.252,0.155,0.151,0,0,0,0,0,1+1+3,2,0,40269
578,5,0.836,0.233,0.283,0.17,0.15,0,0,0,0,0,1+1+3,2,0,40269
579,5,0.843,0.265,0.259,0.179,0.14,0,0,0,0,0,1+1+3,2,0,40269
580,5,0.842,0.249,0.274,0.177,0.142,0,0,0,0,0,1+1+3,2,0,40269
581,5,0.305,0.078,0.094,0.07,0.063,0,0,0,0,0,5R1,2,0,40269
582,5,1.053,0.364,0.332,0.197,0.16,0,0,0,0,0,1+1+3,2,0,40269
583,5,0.218,0.029,0.044,0.062,0.083,0,0,0,0,0,NOISE,2,0,40269
584,5,0.195,0.029,0.034,0.058,0.074,0,0,0,0,0,NOISE,2,0,40269
585,5,0.205,0.03,0.044,0.063,0.068,0,0,0,0,0,NOISE,2,0,40269
586,5,1.125,0.393,0.367,0.194,0.171,0,0,0,0,0,1+1+3,2,0,40269
587,5,1.075,0.374,0.34,0.193,0.168,0,0,0,0,0,1+1+3,2,0,40269
588,5,1.067,0.344,0.321,0.242,0.16,0,0,0,0,0,1+1+3,2,0,40269
589,5,1.107,0.353,0.367,0.207,0.18,0,0,0,0,0,1+1+3,2,0,40269
590,5,0.37,0.096,0.099,0.075,0.1,0,0,0,0,0,5R1,2,0,40269
591,5,0.377,0.082,0.098,0.087,0.11,0,0,0,0,0,5R1,2,0,40269
592,5,0.751,0.201,0.224,0.18,0.146,0,0,0,0,0,1+1+3,2,0,40269
593,5,0.758,0.191,0.247,0.178,0.142,0,0,0,0,0,1+1+3,2,0,40269
594,5,0.767,0.194,0.253,0.179,0.141,0,0,0,0,0,1+1+3,2,0,40269
595,5,0.808,0.227,0.262,0.173,0.146,0,0,0,0,0,1+1+3,2,0,40269
596,5,0.89,0.282,0.27,0.166,0.172,0,0,0,0,0,1+1+3,2,0,40269
597,5,0.846,0.247,0.263,0.184,0.152,0,0,0,0,0,1+1+3,2,0,40269
598,5,0.892,0.247,0.3,0.184,0.161,0,0,0,0,0,1+1+3,2,0,40269
599,5,0.868,0.267,0.263,0.185,0.153,0,0,0,0,0,1+1+3,2,0,40269
600,5,0.834,0.262,0.271,0.156,0.145,0,0,0,0,0,1+1+3,2,0,40269
601,5,0.869,0.301,0.249,0.161,0.158,0,0,0,0,0,1+1+3,2,0,40269
602,5,0.886,0.268,0.274,0.19,0.154,0,0,0,0,0,1+1+3,2,0,40269
603,6,0.455,0.093,0.095,0.092,0.079,0.096,0,0,0,0,6D,2,0,40269
