source,source_coda_id,coda_type_gero21,classifier_origin
sharma2025_birth,row575,8R,pacific-matched
sharma2025_birth,row576,1+1+3,pacific-matched
sharma2025_birth,row577,1+1+3,pacific-matched
sharma2025_birth,row578,4R2,pacific-matched
sharma2025_birth,row579,1+1+3,pacific-matched
sharma2025_birth,row580,1+1+3,pacific-matched
sharma2025_birth,row581,1+1+3,pacific-matched
sharma2025_birth,row582,4R2,pacific-matched
sharma2025_birth,row583,6i,pacific-matched
sharma2025_birth,row584,4R1,pacific-matched
sharma2025_birth,row585,5R1,pacific-matched
sharma2025_birth,row586,4R2,pacific-matched
sharma2025_birth,row587,4R2,pacific-matched
sharma2025_birth,row588,4R2,pacific-matched
sharma2025_birth,row589,4RP6,discovery-cluster
sharma2025_birth,row590,5R1,pacific-matched
sharma2025_birth,row591,3R,pacific-matched
sharma2025_birth,row592,4R2,pacific-matched
sharma2025_birth,row593,1+1+3,pacific-matched
sharma2025_birth,row594,1+1+3,pacific-matched
sharma2025_birth,row595,4R1,pacific-matched
sharma2025_birth,row596,4R2,pacific-matched
sharma2025_birth,row597,1+1+3,pacific-matched
sharma2025_birth,row598,1+1+3,pacific-matched
sharma2025_birth,row599,4R2,pacific-matched
sharma2025_birth,row600,1+1+3,pacific-matched
sharma2025_birth,row601,1+1+3,pacific-matched
sharma2025_birth,row602,7D1,pacific-matched
sharma2025_birth,row603,4R2,pacific-matched
sharma2025_birth,row604,1+1+3,pacific-matched
sharma2025_birth,row605,1+1+3,pacific-matched
sharma2025_birth,row606,1+1+3,pacific-matched
sharma2025_birth,row607,4D,pacific-matched
sharma2025_birth,row608,5R3,pacific-matched
sharma2025_birth,row609,1+1+3,pacific-matched
sharma2025_birth,row610,4RP6,discovery-cluster
sharma2025_birth,row611,1+1+3,pacific-matched
sharma2025_birth,row612,4R2,pacific-matched
sharma2025_birth,row613,1+31,pacific-matched
sharma2025_birth,row614,1+1+3,pacific-matched
sharma2025_birth,row615,6-NOISE,discovery-noise
sharma2025_birth,row616,4R2,pacific-matched
sharma2025_birth,row617,1+1+3,pacific-matched
sharma2025_birth,row618,1+1+3,pacific-matched
sharma2025_birth,row619,4D,pacific-matched
sharma2025_birth,row620,4R2,pacific-matched
sharma2025_birth,row621,1+1+3,pacific-matched
sharma2025_birth,row622,1+1+3,pacific-matched
sharma2025_birth,row623,4R2,pacific-matched
sharma2025_birth,row624,4R2,pacific-matched
sharma2025_birth,row625,1+1+3,pacific-matched
sharma2025_birth,row626,1+1+3,pacific-matched
sharma2025_birth,row627,4R2,pacific-matched
sharma2025_birth,row628,4R2,pacific-matched
sharma2025_birth,row629,1+1+3,pacific-matched
sharma2025_birth,row630,1+1+3,pacific-matched
sharma2025_birth,row631,7-NOISE,discovery-noise
sharma2025_birth,row632,7-NOISE,discovery-noise
sharma2025_birth,row633,5-NOISE,discovery-noise
sharma2025_birth,row634,1+1+3,pacific-matched
sharma2025_birth,row635,4R2,pacific-matched
sharma2025_birth,row636,4R2,pacific-matched
sharma2025_birth,row637,4R2,pacific-matched
sharma2025_birth,row638,1+1+3,pacific-matched
sharma2025_birth,row639,1+1+3,pacific-matched
sharma2025_birth,row640,4R2,pacific-matched
sharma2025_birth,row641,1+1+3,pacific-matched
sharma2025_birth,row642,1+1+3,pacific-matched
sharma2025_birth,row643,4R2,pacific-matched
sharma2025_birth,row644,1+1+3,pacific-matched
sharma2025_birth,row645,4RP3,discovery-cluster
sharma2025_birth,row646,1+1+3,pacific-matched
sharma2025_birth,row647,4R2,pacific-matched
sharma2025_birth,row648,1+1+3,pacific-matched
sharma2025_birth,row649,1+1+3,pacific-matched
sharma2025_birth,row650,1+1+3,pacific-matched
sharma2025_birth,row651,1+1+3,pacific-matched
sharma2025_birth,row652,1+1+3,pacific-matched
sharma2025_birth,row653,1+1+3,pacific-matched
sharma2025_birth,row654,1+1+3,pacific-matched
sharma2025_birth,row655,1+1+3,pacific-matched
sharma2025_birth,row656,1+1+3,pacific-matched
sharma2025_birth,row657,1+1+3,pacific-matched
sharma2025_birth,row658,8-NOISE,discovery-noise
sharma2025_birth,row659,6-NOISE,discovery-noise
sharma2025_birth,row660,1+1+3,pacific-matched
sharma2025_birth,row661,1+1+3,pacific-matched
sharma2025_birth,row662,1+1+3,pacific-matched
sharma2025_birth,row663,4D,pacific-matched
sharma2025_birth,row664,1+1+3,pacific-matched
sharma2025_birth,row665,1+1+3,pacific-matched
sharma2025_birth,row666,1+1+3,pacific-matched
sharma2025_birth,row667,1+1+3,pacific-matched
sharma2025_birth,row668,1+1+3,pacific-matched
sharma2025_birth,row669,1+1+3,pacific-matched
sharma2025_birth,row670,1+1+3,pacific-matched
sharma2025_birth,row671,1+1+3,pacific-matched
sharma2025_birth,row672,1+1+3,pacific-matched
sharma2025_birth,row673,1+1+3,pacific-matched
sharma2025_birth,row674,1+1+3,pacific-matched
sharma2025_birth,row675,1+1+3,pacific-matched
sharma2025_birth,row676,1+1+3,pacific-matched
sharma2025_birth,row677,1+1+3,pacific-matched
sharma2025_birth,row678,1+1+3,pacific-matched
sharma2025_birth,row679,1+1+3,pacific-matched
sharma2025_birth,row680,1+1+3,pacific-matched
sharma2025_birth,row681,1+1+3,pacific-matched
sharma2025_birth,row682,1+1+3,pacific-matched
sharma2025_birth,row683,1+1+3,pacific-matched
sharma2025_birth,row684,1+1+3,pacific-matched
sharma2025_birth,row685,1+1+3,pacific-matched
sharma2025_birth,row686,1+1+3,pacific-matched
sharma2025_birth,row687,1+1+3,pacific-matched
sharma2025_birth,row688,6-NOISE,discovery-noise
sharma2025_birth,row689,1+1+3,pacific-matched
sharma2025_birth,row690,1+1+3,pacific-matched
sharma2025_birth,row691,1+1+3,pacific-matched
sharma2025_birth,row692,1+1+3,pacific-matched
sharma2025_birth,row693,1+1+3,pacific-matched
sharma2025_birth,row694,1+1+3,pacific-matched
sharma2025_birth,row695,1+1+3,pacific-matched
sharma2025_birth,row696,1+1+3,pacific-matched
sharma2025_birth,row697,1+1+3,pacific-matched
sharma2025_birth,row698,1+1+3,pacific-matched
sharma2025_birth,row699,1+1+3,pacific-matched
sharma2025_birth,row700,1+1+3,pacific-matched
sharma2025_birth,row701,1+1+3,pacific-matched
sharma2025_birth,row702,1+1+3,pacific-matched
sharma2025_birth,row703,1+1+3,pacific-matched
sharma2025_birth,row704,1+1+3,pacific-matched
sharma2025_birth,row705,1+1+3,pacific-matched
sharma2025_birth,row706,1+1+3,pacific-matched
sharma2025_birth,row707,1+1+3,pacific-matched
sharma2025_birth,row708,1+1+3,pacific-matched
sharma2025_birth,row709,1+1+3,pacific-matched
sharma2025_birth,row710,1+1+3,pacific-matched
sharma2025_birth,row711,1+1+3,pacific-matched
sharma2025_birth,row712,5R3,pacific-matched
sharma2025_birth,row713,4R2,pacific-matched
sharma2025_birth,row714,1+1+3,pacific-matched
sharma2025_birth,row715,1+1+3,pacific-matched
sharma2025_birth,row716,1+1+3,pacific-matched
sharma2025_birth,row717,1+1+3,pacific-matched
sharma2025_birth,row718,1+1+3,pacific-matched
sharma2025_birth,row719,1+1+3,pacific-matched
sharma2025_birth,row720,1+1+3,pacific-matched
sharma2025_birth,row721,1+1+3,pacific-matched
sharma2025_birth,row722,1+1+3,pacific-matched
sharma2025_birth,row723,1+1+3,pacific-matched
sharma2025_birth,row724,1+1+3,pacific-matched
sharma2025_birth,row725,1+1+3,pacific-matched
sharma2025_birth,row726,1+1+3,pacific-matched
sharma2025_birth,row727,1+1+3,pacific-matched
sharma2025_birth,row728,1+1+3,pacific-matched
sharma2025_birth,row729,1+1+3,pacific-matched
sharma2025_birth,row730,1+1+3,pacific-matched
sharma2025_birth,row731,1+1+3,pacific-matched
sharma2025_birth,row732,1+1+3,pacific-matched
sharma2025_birth,row733,1+1+3,pacific-matched
sharma2025_birth,row734,1+1+3,pacific-matched
sharma2025_birth,row735,1+1+3,pacific-matched
sharma2025_birth,row736,1+1+3,pacific-matched
sharma2025_birth,row737,1+1+3,pacific-matched
sharma2025_birth,row738,1+1+3,pacific-matched
sharma2025_birth,row739,1+1+3,pacific-matched
sharma2025_birth,row740,1+1+3,pacific-matched
sharma2025_birth,row741,1+1+3,pacific-matched
sharma2025_birth,row742,1+1+3,pacific-matched
sharma2025_birth,row743,1+1+3,pacific-matched
sharma2025_birth,row744,1+1+3,pacific-matched
sharma2025_birth,row745,1+1+3,pacific-matched
sharma2025_birth,row746,1+1+3,pacific-matched
sharma2025_birth,row747,1+1+3,pacific-matched
sharma2025_birth,row748,1+1+3,pacific-matched
sharma2025_birth,row749,1+1+3,pacific-matched
sharma2025_birth,row750,6-NOISE,discovery-noise
sharma2025_birth,row751,1+1+3,pacific-matched
sharma2025_birth,row752,1+1+3,pacific-matched
sharma2025_birth,row753,1+1+3,pacific-matched
sharma2025_birth,row754,1+1+3,pacific-matched
sharma2025_birth,row755,4P6,discovery-cluster
sharma2025_birth,row756,1+1+3,pacific-matched
sharma2025_birth,row757,1+1+3,pacific-matched
sharma2025_birth,row758,1+1+3,pacific-matched
sharma2025_birth,row759,1+1+3,pacific-matched
sharma2025_birth,row760,5-NOISE,discovery-noise
sharma2025_birth,row761,1+1+3,pacific-matched
sharma2025_birth,row762,1+1+3,pacific-matched
sharma2025_birth,row763,1+1+3,pacific-matched
sharma2025_birth,row764,1+31,pacific-matched
sharma2025_birth,row765,7-NOISE,discovery-noise
sharma2025_birth,row766,1+1+3,pacific-matched
sharma2025_birth,row767,1+1+3,pacific-matched
sharma2025_birth,row768,4R2,pacific-matched
sharma2025_birth,row769,1+1+3,pacific-matched
sharma2025_birth,row770,1+1+3,pacific-matched
sharma2025_birth,row771,1+1+3,pacific-matched
sharma2025_birth,row772,1+1+3,pacific-matched
sharma2025_birth,row773,8-NOISE,discovery-noise
sharma2025_birth,row774,1+1+3,pacific-matched
sharma2025_birth,row775,1+1+3,pacific-matched
sharma2025_birth,row776,1+1+3,pacific-matched
sharma2025_birth,row777,1+1+3,pacific-matched
sharma2025_birth,row778,4R2,pacific-matched
sharma2025_birth,row779,1+1+3,pacific-matched
sharma2025_birth,row780,1+1+3,pacific-matched
sharma2025_birth,row781,1+1+3,pacific-matched
sharma2025_birth,row782,1+1+3,pacific-matched
sharma2025_birth,row783,1+1+3,pacific-matched
sharma2025_birth,row784,1+1+3,pacific-matched
sharma2025_birth,row785,1+1+3,pacific-matched
sharma2025_birth,row786,1+1+3,pacific-matched
sharma2025_birth,row787,1+1+3,pacific-matched
sharma2025_birth,row788,1+1+3,pacific-matched
sharma2025_birth,row789,1+1+3,pacific-matched
sharma2025_birth,row790,4R2,pacific-matched
sharma2025_birth,row791,5R2,pacific-matched
sharma2025_birth,row792,1+1+3,pacific-matched
sharma2025_birth,row793,6i,pacific-matched
sharma2025_birth,row794,1+1+3,pacific-matched
sharma2025_birth,row795,1+1+3,pacific-matched
sharma2025_birth,row797,1+1+3,pacific-matched
sharma2025_birth,row798,1+1+3,pacific-matched
sharma2025_birth,row799,1+1+3,pacific-matched
sharma2025_birth,row800,1+1+3,pacific-matched
sharma2025_birth,row801,5R2,pacific-matched
sharma2025_birth,row802,1+1+3,pacific-matched
sharma2025_birth,row803,1+1+3,pacific-matched
sharma2025_birth,row804,1+1+3,pacific-matched
sharma2025_birth,row805,1+1+3,pacific-matched
sharma2025_birth,row806,1+1+3,pacific-matched
sharma2025_birth,row807,1+1+3,pacific-matched
sharma2025_birth,row808,1+1+3,pacific-matched
sharma2025_birth,row809,1+1+3,pacific-matched
sharma2025_birth,row810,1+1+3,pacific-matched
sharma2025_birth,row811,1+1+3,pacific-matched
sharma2025_birth,row812,1+1+3,pacific-matched
sharma2025_birth,row813,1+1+3,pacific-matched
sharma2025_birth,row814,1+1+3,pacific-matched
sharma2025_birth,row815,1+1+3,pacific-matched
sharma2025_birth,row816,6i,pacific-matched
sharma2025_birth,row817,1+1+3,pacific-matched
sharma2025_birth,row818,1+1+3,pacific-matched
sharma2025_birth,row819,1+1+3,pacific-matched
sharma2025_birth,row820,1+1+3,pacific-matched
sharma2025_birth,row821,1+1+3,pacific-matched
sharma2025_birth,row822,1+1+3,pacific-matched
sharma2025_birth,row823,1+1+3,pacific-matched
sharma2025_birth,row824,1+1+3,pacific-matched
sharma2025_birth,row825,1+1+3,pacific-matched
sharma2025_birth,row826,1+1+3,pacific-matched
sharma2025_birth,row827,1+1+3,pacific-matched
sharma2025_birth,row828,1+1+3,pacific-matched
sharma2025_birth,row829,1+1+3,pacific-matched
sharma2025_birth,row830,1+1+3,pacific-matched
sharma2025_birth,row831,1+1+3,pacific-matched
sharma2025_birth,row832,1+1+3,pacific-matched
sharma2025_birth,row833,1+1+3,pacific-matched
sharma2025_birth,row834,1+1+3,pacific-matched
sharma2025_birth,row835,1+1+3,pacific-matched
sharma2025_birth,row836,1+1+3,pacific-matched
sharma2025_birth,row837,1+1+3,pacific-matched
sharma2025_birth,row838,1+1+3,pacific-matched
sharma2025_birth,row839,6-NOISE,discovery-noise
sharma2025_birth,row840,1+1+3,pacific-matched
sharma2025_birth,row841,1+1+3,pacific-matched
sharma2025_birth,row842,1+1+3,pacific-matched
sharma2025_birth,row843,1+1+3,pacific-matched
sharma2025_birth,row844,1+1+3,pacific-matched
sharma2025_birth,row845,6-NOISE,discovery-noise
sharma2025_birth,row846,1+1+3,pacific-matched
sharma2025_birth,row847,1+1+3,pacific-matched
sharma2025_birth,row848,1+1+3,pacific-matched
sharma2025_birth,row849,1+1+3,pacific-matched
sharma2025_birth,row850,6RP3,discovery-cluster
sharma2025_birth,row851,5-NOISE,discovery-noise
sharma2025_birth,row852,4R2,pacific-matched
sharma2025_birth,row853,9-NOISE,discovery-noise
sharma2025_birth,row854,4R2,pacific-matched
sharma2025_birth,row855,1+1+3,pacific-matched
sharma2025_birth,row856,4R2,pacific-matched
sharma2025_birth,row857,1+1+3,pacific-matched
sharma2025_birth,row858,4R2,pacific-matched
sharma2025_birth,row859,4R2,pacific-matched
sharma2025_birth,row860,7-NOISE,discovery-noise
sharma2025_birth,row861,8-NOISE,discovery-noise
sharma2025_birth,row862,5R3,pacific-matched
sharma2025_birth,row863,1+1+3,pacific-matched
sharma2025_birth,row864,1+1+3,pacific-matched
sharma2025_birth,row865,4R2,pacific-matched
sharma2025_birth,row866,1+1+3,pacific-matched
sharma2025_birth,row867,1+1+3,pacific-matched
sharma2025_birth,row868,4R2,pacific-matched
sharma2025_birth,row869,1+1+3,pacific-matched
sharma2025_birth,row870,4R2,pacific-matched
sharma2025_birth,row871,1+1+3,pacific-matched
sharma2025_birth,row872,4R2,pacific-matched
sharma2025_birth,row873,4R2,pacific-matched
sharma2025_birth,row874,4R2,pacific-matched
sharma2025_birth,row875,6i,pacific-matched
sharma2025_birth,row876,1+1+3,pacific-matched
sharma2025_birth,row877,1+1+3,pacific-matched
sharma2025_birth,row878,1+1+3,pacific-matched
sharma2025_birth,row879,4R2,pacific-matched
sharma2025_birth,row880,5R3,pacific-matched
sharma2025_birth,row881,1+1+3,pacific-matched
sharma2025_birth,row882,1+1+3,pacific-matched
sharma2025_birth,row883,1+1+3,pacific-matched
sharma2025_birth,row884,7-NOISE,discovery-noise
sharma2025_birth,row885,1+1+3,pacific-matched
sharma2025_birth,row886,6-NOISE,discovery-noise
sharma2025_birth,row887,1+1+3,pacific-matched
sharma2025_birth,row888,8R,pacific-matched
sharma2025_birth,row889,1+1+3,pacific-matched
sharma2025_birth,row890,1+1+3,pacific-matched
sharma2025_birth,row891,1+1+3,pacific-matched
sharma2025_birth,row892,5R3,pacific-matched
sharma2025_birth,row893,5R2,pacific-matched
sharma2025_birth,row894,1+1+3,pacific-matched
sharma2025_birth,row895,1+1+3,pacific-matched
sharma2025_birth,row896,4R1,pacific-matched
sharma2025_birth,row897,1+1+3,pacific-matched
sharma2025_birth,row898,1+1+3,pacific-matched
sharma2025_birth,row899,1+1+3,pacific-matched
sharma2025_birth,row900,1+1+3,pacific-matched
sharma2025_birth,row901,1+1+3,pacific-matched
sharma2025_birth,row902,7-NOISE,discovery-noise
sharma2025_birth,row903,1+1+3,pacific-matched
sharma2025_birth,row904,1+1+3,pacific-matched
sharma2025_birth,row905,1+1+3,pacific-matched
sharma2025_birth,row906,1+1+3,pacific-matched
sharma2025_birth,row908,1+1+3,pacific-matched
sharma2025_birth,row909,1+1+3,pacific-matched
sharma2025_birth,row910,1+1+3,pacific-matched
sharma2025_birth,row911,1+1+3,pacific-matched
sharma2025_birth,row912,7D1,pacific-matched
sharma2025_birth,row913,1+1+3,pacific-matched
sharma2025_birth,row914,1+1+3,pacific-matched
sharma2025_birth,row915,1+1+3,pacific-matched
sharma2025_birth,row916,1+1+3,pacific-matched
sharma2025_birth,row917,1+1+3,pacific-matched
sharma2025_birth,row918,1+1+3,pacific-matched
sharma2025_birth,row919,1+1+3,pacific-matched
sharma2025_birth,row920,1+1+3,pacific-matched
sharma2025_birth,row921,1+1+3,pacific-matched
sharma2025_birth,row922,1+1+3,pacific-matched
sharma2025_birth,row923,1+1+3,pacific-matched
sharma2025_birth,row924,1+1+3,pacific-matched
sharma2025_birth,row925,1+1+3,pacific-matched
sharma2025_birth,row926,1+1+3,pacific-matched
sharma2025_birth,row927,1+1+3,pacific-matched
sharma2025_birth,row928,1+1+3,pacific-matched
sharma2025_birth,row929,1+1+3,pacific-matched
sharma2025_birth,row930,1+1+3,pacific-matched
sharma2025_birth,row931,1+1+3,pacific-matched
sharma2025_birth,row932,1+1+3,pacific-matched
sharma2025_birth,row933,1+1+3,pacific-matched
sharma2025_birth,row934,1+1+3,pacific-matched
sharma2025_birth,row935,1+1+3,pacific-matched
sharma2025_birth,row936,1+1+3,pacific-matched
sharma2025_birth,row937,1+1+3,pacific-matched
sharma2025_birth,row938,1+1+3,pacific-matched
sharma2025_birth,row939,1+1+3,pacific-matched
sharma2025_birth,row940,1+1+3,pacific-matched
sharma2025_birth,row941,1+1+3,pacific-matched
sharma2025_birth,row942,1+1+3,pacific-matched
sharma2025_birth,row943,1+1+3,pacific-matched
sharma2025_birth,row944,1+1+3,pacific-matched
sharma2025_birth,row945,7D2,pacific-matched
sharma2025_birth,row946,1+1+3,pacific-matched
sharma2025_birth,row947,1+1+3,pacific-matched
sharma2025_birth,row948,1+1+3,pacific-matched
sharma2025_birth,row949,1+1+3,pacific-matched
sharma2025_birth,row950,1+1+3,pacific-matched
sharma2025_birth,row951,1+1+3,pacific-matched
sharma2025_birth,row952,1+1+3,pacific-matched
sharma2025_birth,row953,1+1+3,pacific-matched
sharma2025_birth,row954,1+1+3,pacific-matched
sharma2025_birth,row955,6-NOISE,discovery-noise
sharma2025_birth,row956,1+1+3,pacific-matched
sharma2025_birth,row957,1+1+3,pacific-matched
sharma2025_birth,row959,4R2,pacific-matched
sharma2025_birth,row960,1+1+3,pacific-matched
sharma2025_birth,row961,7i,pacific-matched
sharma2025_birth,row962,9i,pacific-matched
sharma2025_birth,row963,1+1+3,pacific-matched
sharma2025_birth,row964,4R2,pacific-matched
sharma2025_birth,row965,10i,pacific-matched
sharma2025_birth,row966,5R2,pacific-matched
sharma2025_birth,row967,1+1+3,pacific-matched
sharma2025_birth,row968,10iP2,discovery-cluster
sharma2025_birth,row969,4R1,pacific-matched
sharma2025_birth,row970,5R2,pacific-matched
sharma2025_birth,row971,4R1,pacific-matched
sharma2025_birth,row973,1+1+3,pacific-matched
sharma2025_birth,row974,1+1+3,pacific-matched
sharma2025_birth,row976,1+1+3,pacific-matched
sharma2025_birth,row977,1+1+3,pacific-matched
sharma2025_birth,row978,1+1+3,pacific-matched
sharma2025_birth,row979,1+1+3,pacific-matched
sharma2025_birth,row980,1+1+3,pacific-matched
sharma2025_birth,row981,1+1+3,pacific-matched
sharma2025_birth,row982,1+1+3,pacific-matched
sharma2025_birth,row983,6i,pacific-matched
sharma2025_birth,row984,6i,pacific-matched
sharma2025_birth,row986,1+1+3,pacific-matched
sharma2025_birth,row987,1+1+3,pacific-matched
sharma2025_birth,row988,8i,pacific-matched
sharma2025_birth,row989,1+1+3,pacific-matched
sharma2025_birth,row990,1+1+3,pacific-matched
sharma2025_birth,row991,6i,pacific-matched
sharma2025_birth,row992,1+1+3,pacific-matched
sharma2025_birth,row993,1+1+3,pacific-matched
sharma2025_birth,row994,1+1+3,pacific-matched
sharma2025_birth,row995,1+1+3,pacific-matched
sharma2025_birth,row996,1+1+3,pacific-matched
sharma2025_birth,row998,1+1+3,pacific-matched
sharma2025_birth,row999,1+1+3,pacific-matched
sharma2025_birth,row1000,4R2,pacific-matched
sharma2025_birth,row1001,1+1+3,pacific-matched
sharma2025_birth,row1002,1+1+3,pacific-matched
